id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.identifier.uri,dc.publisher[],dc.subject[],dc.title[],dc.title[en_US]
"1216bbfb-bc0f-43eb-a14f-d3fc929803da","108/20","ISO 8728 : 1997","2021-04-09T07:19:25Z","2016-12-02T07:37:12Z","2021-04-09T07:19:25Z","2016-12-02T07:37:12Z","1997","Made available in DSpace on 2016-12-02T07:37:12Z (GMT). No. of bitstreams: 1
8728.pdf: 2207906 bytes, checksum: f14c375de5c447b2226ac723b3e30fe4 (MD5)
  Previous issue date: 1997||Made available in DSpace on 2021-04-09T07:19:25Z (GMT). No. of bitstreams: 1
8728.pdf: 2207906 bytes, checksum: f14c375de5c447b2226ac723b3e30fe4 (MD5)
  Previous issue date: 1997",,"http://localhost:8080/xmlui/handle/108/19756",,,"Ships and marine technology -- Marine gyro-compasses",
"12c5ba9f-8999-44a5-884d-764176033dd6","108/20","DIN 17021-1 : 1976","2021-04-09T07:23:11Z","2016-12-02T07:37:41Z","2021-04-09T07:23:11Z","2016-12-02T07:37:41Z","1976","Made available in DSpace on 2016-12-02T07:37:41Z (GMT). No. of bitstreams: 1
din-17021-1-1976.pdf: 3657587 bytes, checksum: 9f6ea6cb8dae6bd029adb12f0766808c (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-04-09T07:23:11Z (GMT). No. of bitstreams: 1
din-17021-1-1976.pdf: 3657587 bytes, checksum: 9f6ea6cb8dae6bd029adb12f0766808c (MD5)
  Previous issue date: 1976",,"http://localhost:8080/xmlui/handle/108/20058",,"dinstd","Heat treatment of ferrous metals - Material selection - Steel selection according to hardenability",
"1490bef5-bc7c-4909-9824-67286f8cf4fc","108/20","DIN 488-2 : 1986","2021-04-09T07:22:38Z","2016-12-02T07:37:40Z","2021-04-09T07:22:38Z","2016-12-02T07:37:40Z","1986","Made available in DSpace on 2016-12-02T07:37:40Z (GMT). No. of bitstreams: 1
din-488-2-1986.pdf: 558039 bytes, checksum: 97dcb858087f2bf96d6762f635ae0043 (MD5)
  Previous issue date: 1986||Made available in DSpace on 2021-04-09T07:22:38Z (GMT). No. of bitstreams: 1
din-488-2-1986.pdf: 558039 bytes, checksum: 97dcb858087f2bf96d6762f635ae0043 (MD5)
  Previous issue date: 1986",,"http://localhost:8080/xmlui/handle/108/20041",,"dinstd","Reinforcing steel - Reinforcing steel bars - Dimensions and masses",
"14ace61b-e84f-4747-85ef-bb7b2eee510e","108/20","BS EN ISO 9001 : 2000","2021-04-09T07:22:15Z","2016-12-02T07:37:37Z","2021-04-09T07:22:15Z","2016-12-02T07:37:37Z","2000","Made available in DSpace on 2016-12-02T07:37:37Z (GMT). No. of bitstreams: 1
sp6690.pdf: 10936521 bytes, checksum: aa1d76d3587a9e2babcad9b5e9d822ed (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-04-09T07:22:15Z (GMT). No. of bitstreams: 1
sp6690.pdf: 10936521 bytes, checksum: aa1d76d3587a9e2babcad9b5e9d822ed (MD5)
  Previous issue date: 2000",,"http://localhost:8080/xmlui/handle/108/20014",,"SP6690||britstd||ardedig","Quality management system - Requirements",
"1535ee65-d455-4919-8f19-0c34b4ea1492","108/20","BS EN 1706 : 2010","2021-04-09T07:21:33Z","2016-12-02T07:37:29Z","2021-04-09T07:21:33Z","2016-12-02T07:37:29Z","2010","Made available in DSpace on 2016-12-02T07:37:29Z (GMT). No. of bitstreams: 1
bs 1706 2010.pdf: 5310464 bytes, checksum: 35f7835d3834a292207cb52930374a91 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-04-09T07:21:33Z (GMT). No. of bitstreams: 1
bs 1706 2010.pdf: 5310464 bytes, checksum: 35f7835d3834a292207cb52930374a91 (MD5)
  Previous issue date: 2010",,"http://localhost:8080/xmlui/handle/108/19956",,"britstd","Aluminium and aluminium alloy - Castings - Chemical composition and mechanical properties",
"156621b0-d5c0-45db-ad20-5de5e9b44307","108/20","DIN EN 10220 : 2003","2021-04-09T07:22:48Z","2016-12-02T07:37:39Z","2021-04-09T07:22:48Z","2016-12-02T07:37:39Z","2003","Made available in DSpace on 2016-12-02T07:37:39Z (GMT). No. of bitstreams: 1
din-en-10220-2003.pdf: 516853 bytes, checksum: 4546ee21218fa44ce4b4b581874a9b8a (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:22:48Z (GMT). No. of bitstreams: 1
din-en-10220-2003.pdf: 516853 bytes, checksum: 4546ee21218fa44ce4b4b581874a9b8a (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/20028",,"dinstd","Seamless and welded steel tubes - Dimensions and masses per unit length",
"1741d05f-4b4f-4c3e-94cc-f8ded5ca3d82","108/20","ISO 10360-4 : 2000/Cor 1 : 2002","2021-04-09T07:22:33Z","2016-12-02T07:37:38Z","2021-04-09T07:22:33Z","2016-12-02T07:37:38Z","2000","Made available in DSpace on 2016-12-02T07:37:38Z (GMT). No. of bitstreams: 1
iso_10360_4_cor_1.pdf: 121971 bytes, checksum: 0f461ecaf95373afe1d35c6de6294b0e (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-04-09T07:22:33Z (GMT). No. of bitstreams: 1
iso_10360_4_cor_1.pdf: 121971 bytes, checksum: 0f461ecaf95373afe1d35c6de6294b0e (MD5)
  Previous issue date: 2000",,"http://localhost:8080/xmlui/handle/108/20024",,,"Geometrical Product Specifications (GPS) -- Acceptance and reverification tests for coordinate measuring machines (CMM) -- Part 4: CMMs used in scanning measuring mode -- Technical Corrigendum 1",
"17700da2-b0d4-44d9-b783-07204cb98f01","108/20","ISO 10007 : 2003","2021-04-09T07:19:38Z","2016-12-02T07:37:15Z","2021-04-09T07:19:38Z","2016-12-02T07:37:15Z","2003","Made available in DSpace on 2016-12-02T07:37:15Z (GMT). No. of bitstreams: 1
10007.pdf: 163182 bytes, checksum: d034c2f9c6694d19eb5f107df1a8d6ee (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:19:38Z (GMT). No. of bitstreams: 1
10007.pdf: 163182 bytes, checksum: d034c2f9c6694d19eb5f107df1a8d6ee (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/19791",,,"Quality management systems -- Guidelines for configuration management",
"17ae8e67-900d-4e9c-ab1a-3b2021d6212e","108/20","ISO 9000 : 2005","2021-04-09T07:19:43Z","2016-12-02T07:37:15Z","2021-04-09T07:19:43Z","2016-12-02T07:37:15Z","2005","Made available in DSpace on 2016-12-02T07:37:15Z (GMT). No. of bitstreams: 1
9000.pdf: 950229 bytes, checksum: 2cac6883688e5bf48de5189694275956 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:19:43Z (GMT). No. of bitstreams: 1
9000.pdf: 950229 bytes, checksum: 2cac6883688e5bf48de5189694275956 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19786",,,"Quality management systems -- Fundamentals and vocabulary",
"182458ea-a308-4137-bb8c-5650ebc4c628","108/20","BS EN ISO 6507-3:1998","2021-04-09T07:21:35Z","2016-12-02T07:37:31Z","2021-04-09T07:21:35Z","2016-12-02T07:37:31Z","1998","Made available in DSpace on 2016-12-02T07:37:31Z (GMT). No. of bitstreams: 1
sp6569.pdf: 3543218 bytes, checksum: 5a6ccc85552240d57b6f2a06777708fd (MD5)
  Previous issue date: 1998||Made available in DSpace on 2021-04-09T07:21:35Z (GMT). No. of bitstreams: 1
sp6569.pdf: 3543218 bytes, checksum: 5a6ccc85552240d57b6f2a06777708fd (MD5)
  Previous issue date: 1998",,"http://localhost:8080/xmlui/handle/108/19978",,"SP6569||britstd||ardedig","Metallic materials - Vickers hardness test : Pt.3 : Calibration of reference blocks.",
"1859ac35-9e0b-408f-8b99-2ccf154ad3fb","108/20","BS 5411: Part 14 : 1982||ISO 3892-1980","2021-04-09T07:22:17Z","2016-12-02T07:37:37Z","2021-04-09T07:22:17Z","2016-12-02T07:37:37Z","1982","Made available in DSpace on 2016-12-02T07:37:37Z (GMT). No. of bitstreams: 1
sp4198.pdf: 2062708 bytes, checksum: f2660a290002f26acf79c9a180ca35a3 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T07:22:17Z (GMT). No. of bitstreams: 1
sp4198.pdf: 2062708 bytes, checksum: f2660a290002f26acf79c9a180ca35a3 (MD5)
  Previous issue date: 1982",,"http://localhost:8080/xmlui/handle/108/20016",,"SP4198||britstd||ardedig","Metallic and related coatings: Pt.14 : Graviametric method for determination of coating mass per unit area of conversion coatings on metalic materials",
"18d7be3d-0d62-466e-9b9c-2dc3470187bd","108/20","ISO 13823 : 2008","2021-04-09T07:20:08Z","2016-12-02T07:37:18Z","2021-04-09T07:20:08Z","2016-12-02T07:37:18Z","2008","Made available in DSpace on 2016-12-02T07:37:18Z (GMT). No. of bitstreams: 1
13823.pdf: 791856 bytes, checksum: da03c9a065c7eb221d05f36be728d121 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-04-09T07:20:08Z (GMT). No. of bitstreams: 1
13823.pdf: 791856 bytes, checksum: da03c9a065c7eb221d05f36be728d121 (MD5)
  Previous issue date: 2008",,"http://localhost:8080/xmlui/handle/108/19816",,,"General principles on the design of structures for durability",
"18edd19a-8fd3-4c84-8bb2-378f0ffd652e","108/20","ISO 3679 : 2004","2021-04-09T07:19:27Z","2016-12-02T07:37:11Z","2021-04-09T07:19:27Z","2016-12-02T07:37:11Z","2004","Made available in DSpace on 2016-12-02T07:37:11Z (GMT). No. of bitstreams: 1
3679.pdf: 274062 bytes, checksum: 9b0f00c3cecbb0e3f073f9a0b8adc829 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:19:27Z (GMT). No. of bitstreams: 1
3679.pdf: 274062 bytes, checksum: 9b0f00c3cecbb0e3f073f9a0b8adc829 (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/19749",,,"Determination of flash point -- Rapid equilibrium closed cup method",
"1a492efb-86c2-4a71-a60a-09b53249143d","108/20","BS EN ISO 6506-2 : 1999","2021-04-09T07:22:00Z","2016-12-02T07:37:36Z","2021-04-09T07:22:00Z","2016-12-02T07:37:36Z","1999","Made available in DSpace on 2016-12-02T07:37:36Z (GMT). No. of bitstreams: 1
sp6615.pdf: 3868080 bytes, checksum: 8a7028c11e2bb1fd4bbe18e7fd7a50ea (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:22:00Z (GMT). No. of bitstreams: 1
sp6615.pdf: 3868080 bytes, checksum: 8a7028c11e2bb1fd4bbe18e7fd7a50ea (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/20008",,"SP6615||britstd||ardedig","Metallic materials - Brinell hardness test : Pt.2 : Verification and calibration of Brinell hardness testing machines",
"1b509a69-871b-41e2-829d-27cc8942130b","108/20","ISO 37 : 2005/Cor 1 : 2008","2021-04-09T07:19:14Z","2016-12-02T07:37:05Z","2021-04-09T07:19:14Z","2016-12-02T07:37:05Z","2005","Made available in DSpace on 2016-12-02T07:37:05Z (GMT). No. of bitstreams: 1
iso_37_cor_1.pdf: 107259 bytes, checksum: cd98eaa43865118055d08bfe77b53704 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:19:14Z (GMT). No. of bitstreams: 1
iso_37_cor_1.pdf: 107259 bytes, checksum: cd98eaa43865118055d08bfe77b53704 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/19701",,,"Rubber, vulcanized or thermoplastic -- Determination of tensile stress-strain properties -- Technical Corrigendum 1",
"1b56645c-e894-4d67-a78a-9c765be07053","108/20","ISO 3 : 1973","2021-04-09T07:22:45Z","2016-12-02T07:37:39Z","2021-04-09T07:22:45Z","2016-12-02T07:37:39Z","1973","Made available in DSpace on 2016-12-02T07:37:39Z (GMT). No. of bitstreams: 1
3.pdf: 697362 bytes, checksum: 21acf9f496ca62747651898e478a644a (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T07:22:45Z (GMT). No. of bitstreams: 1
3.pdf: 697362 bytes, checksum: 21acf9f496ca62747651898e478a644a (MD5)
  Previous issue date: 1973",,"http://localhost:8080/xmlui/handle/108/20035",,,"Preferred numbers -- Series of preferred numbers",
"1bf3cebb-2fe3-4218-be36-60b585c9c95b","108/20","BS 1726-1:2010","2021-04-09T07:21:36Z","2016-12-02T07:37:31Z","2021-04-09T07:21:36Z","2016-12-02T07:37:31Z","2010","Made available in DSpace on 2016-12-02T07:37:31Z (GMT). No. of bitstreams: 1
bs 1726 1 2010.pdf: 3255336 bytes, checksum: 60f14827e92f33e98d70ee73e0341bc8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-04-09T07:21:36Z (GMT). No. of bitstreams: 1
bs 1726 1 2010.pdf: 3255336 bytes, checksum: 60f14827e92f33e98d70ee73e0341bc8 (MD5)
  Previous issue date: 2010",,"http://localhost:8080/xmlui/handle/108/19973",,"britstd","Cylindrical helical springs made from round wire and bar - Guide to methods of specifying and tolerancing hot coiled springs, and cold coiled springs not covered by BS EN 15800 and general spring testing Part 1: Compression springs",
"1c14a55c-c10c-40c9-9ce8-e1bedf321565","108/20","ISO 489 : 1999","2021-04-09T07:19:27Z","2016-12-02T07:37:10Z","2021-04-09T07:19:27Z","2016-12-02T07:37:10Z","1999","Made available in DSpace on 2016-12-02T07:37:10Z (GMT). No. of bitstreams: 1
489.pdf: 89028 bytes, checksum: d6e8e76bbdcccf39ebc19f4f091c7799 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:19:27Z (GMT). No. of bitstreams: 1
489.pdf: 89028 bytes, checksum: d6e8e76bbdcccf39ebc19f4f091c7799 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/19737",,,"Plastics -- Determination of refractive index",
"1d091614-dd77-40ea-b35c-7518202569c9","108/20","ISO/TR 8550-3 : 2007","2021-04-09T07:19:12Z","2016-12-02T07:37:09Z","2021-04-09T07:19:12Z","2016-12-02T07:37:09Z","2007","Made available in DSpace on 2016-12-02T07:37:09Z (GMT). No. of bitstreams: 1
8550-3.pdf: 2681489 bytes, checksum: feb55c663dc18759a572be27685a8b9a (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-04-09T07:19:12Z (GMT). No. of bitstreams: 1
8550-3.pdf: 2681489 bytes, checksum: feb55c663dc18759a572be27685a8b9a (MD5)
  Previous issue date: 2007",,"http://localhost:8080/xmlui/handle/108/19729",,,"Guidance on the selection and usage of acceptance sampling systems for inspection of discrete items in lots -- Part 3: Sampling by variables",
"1d677abb-66a4-4418-bcaf-a5e9d5893ba1","108/20","ISO 22475-1 : 2006","2021-04-09T07:20:55Z","2016-12-02T07:37:23Z","2021-04-09T07:20:55Z","2016-12-02T07:37:23Z","2006","Made available in DSpace on 2016-12-02T07:37:23Z (GMT). No. of bitstreams: 1
22475-1.pdf: 2147032 bytes, checksum: 3126143248b9a9f908bbcbda94e866fa (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:20:55Z (GMT). No. of bitstreams: 1
22475-1.pdf: 2147032 bytes, checksum: 3126143248b9a9f908bbcbda94e866fa (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/19882",,,"Geotechnical investigation and testing -- Sampling methods and groundwater measurements -- Part 1: Technical principles for execution",
"1d8de3cc-479b-4239-8260-3e3524b2a52a","108/20","En 19||R A Mottram||J Woolman","2021-04-09T07:22:52Z","2016-12-01T09:03:35Z","2021-04-09T07:22:52Z","2016-12-01T09:03:35Z","1964","Made available in DSpace on 2016-12-01T09:03:35Z (GMT). No. of bitstreams: 1
en_19.pdf: 4481307 bytes, checksum: f081f06a33718cf3c1079882d7ec29e2 (MD5)
  Previous issue date: 1964||Made available in DSpace on 2021-04-09T07:22:52Z (GMT). No. of bitstreams: 1
en_19.pdf: 4481307 bytes, checksum: f081f06a33718cf3c1079882d7ec29e2 (MD5)
  Previous issue date: 1964","The Mechanical And Physical Properties Of The British Standard En Steels  (B.S. 970-1955) Vol.1","http://localhost:8080/xmlui/handle/108/9597",,"ENSteels||En19","1 PER CENT CHROMIUM-MOLYBDENUM STEEL",
"1da6692e-a28e-49b5-bb68-e70244347fb9","108/20","BS EN 10085 : 2001","2021-04-09T07:21:10Z","2016-12-02T07:37:26Z","2021-04-09T07:21:10Z","2016-12-02T07:37:26Z","2001","Made available in DSpace on 2016-12-02T07:37:26Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: 540b2d086466ab379c5f6a76ccf906fb (MD5)
bsen10085-2001.pdf: 6347019 bytes, checksum: 3e1f2a1f66dabfc618e0df19038909d1 (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-04-09T07:21:10Z (GMT). No. of bitstreams: 2
bsen10085-2001.pdf: 6347019 bytes, checksum: 3e1f2a1f66dabfc618e0df19038909d1 (MD5)
license.txt: 1845 bytes, checksum: 540b2d086466ab379c5f6a76ccf906fb (MD5)
  Previous issue date: 2001",,"http://localhost:8080/xmlui/handle/108/19920",,"britstd","Nitriding steel - Technical delivery conditions",
"1e33ec45-e52a-4bde-b748-5c8766c409ba","108/20","ISO 20344 : 2004/Cor 1 : 2005","2021-04-09T07:23:42Z","2016-12-02T07:37:47Z","2021-04-09T07:23:42Z","2016-12-02T07:37:47Z","2004","Made available in DSpace on 2016-12-02T07:37:47Z (GMT). No. of bitstreams: 1
iso_20344_cor_1.pdf: 125981 bytes, checksum: ef8a31c8f2f2340e58287b0b6d923a7d (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-04-09T07:23:42Z (GMT). No. of bitstreams: 1
iso_20344_cor_1.pdf: 125981 bytes, checksum: ef8a31c8f2f2340e58287b0b6d923a7d (MD5)
  Previous issue date: 2004",,"http://localhost:8080/xmlui/handle/108/20116",,,"Personal protective equipment -- Test methods for footwear -- Technical Corrigendum 1",
"1e3dfb21-32a0-4ba1-8240-9fcfa9959f71","108/20","BS 1657 : 1950","2021-04-09T07:21:52Z","2016-12-02T07:37:31Z","2021-04-09T07:21:52Z","2016-12-02T07:37:31Z","1950","Made available in DSpace on 2016-12-02T07:37:31Z (GMT). No. of bitstreams: 2
license.txt: 1845 bytes, checksum: 0cc6144a93729757cb2583e234ca35e2 (MD5)
BS 1657.pdf: 639643 bytes, checksum: 5cb8f49e1bc1d4e661b0fa06d1ba6443 (MD5)
  Previous issue date: 1950||Made available in DSpace on 2021-04-09T07:21:52Z (GMT). No. of bitstreams: 2
BS 1657.pdf: 639643 bytes, checksum: 5cb8f49e1bc1d4e661b0fa06d1ba6443 (MD5)
license.txt: 1845 bytes, checksum: 0cc6144a93729757cb2583e234ca35e2 (MD5)
  Previous issue date: 1950",,"http://localhost:8080/xmlui/handle/108/19979",,"britstd","Buttress threads",
"1f2d4856-1835-490b-97e4-fd30c2b33cff","108/20","DIN EN 10087 : 1999","2021-04-09T07:22:22Z","2016-12-02T07:37:44Z","2021-04-09T07:22:22Z","2016-12-02T07:37:44Z","1999","Made available in DSpace on 2016-12-02T07:37:44Z (GMT). No. of bitstreams: 1
din-en-10087-1999.pdf: 969477 bytes, checksum: 3394c905c54d8bfadfae0ba4d8e952a9 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-04-09T07:22:22Z (GMT). No. of bitstreams: 1
din-en-10087-1999.pdf: 969477 bytes, checksum: 3394c905c54d8bfadfae0ba4d8e952a9 (MD5)
  Previous issue date: 1999",,"http://localhost:8080/xmlui/handle/108/20086",,"dinstd","Free-cutting steels - Technical delivery conditions for semi-finished products, hot-rolled bars and rods Heat resisting steels",
"1f91a5d2-185d-44ed-baf2-7cbded7efd2b","108/20","ISO 794 : 1976","2021-04-09T07:20:28Z","2016-12-02T07:37:24Z","2021-04-09T07:20:28Z","2016-12-02T07:37:24Z","1976","Made available in DSpace on 2016-12-02T07:37:24Z (GMT). No. of bitstreams: 1
794.pdf: 1031872 bytes, checksum: 999aa6f437a85b56113d851ea9b0502d (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-04-09T07:20:28Z (GMT). No. of bitstreams: 1
794.pdf: 1031872 bytes, checksum: 999aa6f437a85b56113d851ea9b0502d (MD5)
  Previous issue date: 1976",,"http://localhost:8080/xmlui/handle/108/19888",,,"Magnesium and magnesium alloys -- Determination of copper content -- Oxalyldihydrazide photometric method",
"1fcd2e9d-1d83-4663-a0ce-fed6d8ea9cd8","108/20","BS EN 10083-2 : 2006","2021-04-09T07:21:25Z","2016-12-02T07:37:34Z","2021-04-09T07:21:25Z","2016-12-02T07:37:34Z","2006","Made available in DSpace on 2016-12-02T07:37:34Z (GMT). No. of bitstreams: 1
sp7911.pdf: 6924178 bytes, checksum: 51a2f8770c45d82cf140fa36f68a0e88 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-04-09T07:21:25Z (GMT). No. of bitstreams: 1
sp7911.pdf: 6924178 bytes, checksum: 51a2f8770c45d82cf140fa36f68a0e88 (MD5)
  Previous issue date: 2006",,"http://localhost:8080/xmlui/handle/108/19996",,"SP7911||britstd||ardedig","Steels for quenching and tempering - Technical delivery conditions for non-alloy steels",
"1fe510d1-46cb-415b-bc42-5c4caa61c05e","108/20","DIN EN 10025-1 : 2005","2021-04-09T07:22:07Z","2016-12-02T07:37:37Z","2021-04-09T07:22:07Z","2016-12-02T07:37:37Z","2005","Made available in DSpace on 2016-12-02T07:37:37Z (GMT). No. of bitstreams: 1
din-en-10025-1-2005.pdf: 5329033 bytes, checksum: 9fb364bcfb6566386ec210a1d7d7b361 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-04-09T07:22:07Z (GMT). No. of bitstreams: 1
din-en-10025-1-2005.pdf: 5329033 bytes, checksum: 9fb364bcfb6566386ec210a1d7d7b361 (MD5)
  Previous issue date: 2005",,"http://localhost:8080/xmlui/handle/108/20017",,"dinstd","Hot rolled products of structural steels - Part 1: General technical delivery conditions",
"1ff0b31e-cfbd-4679-8297-2cc7da9fc679","108/20","ISO 10231 : 2003","2021-04-09T07:23:30Z","2016-12-02T07:37:45Z","2021-04-09T07:23:30Z","2016-12-02T07:37:45Z","2003","Made available in DSpace on 2016-12-02T07:37:45Z (GMT). No. of bitstreams: 1
10231.pdf: 194070 bytes, checksum: 2757df23e65b0def38c98bb32abb708a (MD5)
  Previous issue date: 2003||Made available in DSpace on 2021-04-09T07:23:30Z (GMT). No. of bitstreams: 1
10231.pdf: 194070 bytes, checksum: 2757df23e65b0def38c98bb32abb708a (MD5)
  Previous issue date: 2003",,"http://localhost:8080/xmlui/handle/108/20100",,,"Motorcycle tyres -- Test methods for verifying tyre capabilities",
