id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.subject[],dc.title[],dc.title[en_US]
"b9e9b284-f576-43a7-9767-44245c612b7a","108/45",,"ARDE SPEC 486","2021-06-08T06:52:23Z","2016-11-24T06:07:08Z","2021-06-08T06:52:23Z","2016-11-24T06:07:08Z",,"1992","Made available in DSpace on 2016-11-24T06:07:08Z (GMT). No. of bitstreams: 1
ss02817.pdf: 6110103 bytes, checksum: 46857719f05015a41d36c7a2289d41e6 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:23Z (GMT). No. of bitstreams: 1
ss02817.pdf: 6110103 bytes, checksum: 46857719f05015a41d36c7a2289d41e6 (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/123445","ARDE/SPECN/486||ardedig","Fuze percussion DASD for 30mm HE (filled) Prov",
"ba043873-dfea-48d2-b775-207fb3e031e7","108/45",,"ARDE SPEC 486","2021-06-08T06:48:59Z","2016-11-24T06:07:51Z","2021-06-08T06:48:59Z","2016-11-24T06:07:51Z",,"1992","Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss02827.pdf: 5466542 bytes, checksum: 7e65556cfcae4c6517df73fe6e4e0bbb (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:48:59Z (GMT). No. of bitstreams: 1
ss02827.pdf: 5466542 bytes, checksum: 7e65556cfcae4c6517df73fe6e4e0bbb (MD5)
  Previous issue date: 1992","http://localhost:8080/xmlui/handle/108/310","ARDE/SPECN/486||ardedig","Fuze percussion DASD for 30mm HE (filled) Prov",
"badab7ff-4e61-481c-bf20-d8b68cb877fd","108/45",,"ARDE SPEC 289","2021-06-08T06:48:25Z","2016-11-24T06:08:07Z","2021-06-08T06:48:25Z","2016-11-24T06:08:07Z",,,"Made available in DSpace on 2016-11-24T06:08:07Z (GMT). No. of bitstreams: 1
ss00303.pdf: 23910582 bytes, checksum: 0c867ed4b9e113b0e0ea859533c43e0a (MD5)||Made available in DSpace on 2021-06-08T06:48:25Z (GMT). No. of bitstreams: 1
ss00303.pdf: 23910582 bytes, checksum: 0c867ed4b9e113b0e0ea859533c43e0a (MD5)","http://localhost:8080/xmlui/handle/108/407","ARDE/SPECN/289||ardedig","CARTRIDGE EJECTOR RELEASE UNIT FOR MISSILE TARGET FILLED",
"bbe28f8f-35ea-46e1-844a-5dd565b77303","108/45",,"ARDE SPEC 4","2021-06-08T06:48:42Z","2016-11-24T06:07:33Z","2021-06-08T06:48:42Z","2016-11-24T06:07:33Z",,"1959","Made available in DSpace on 2016-11-24T06:07:33Z (GMT). No. of bitstreams: 1
ss00004.pdf: 5492655 bytes, checksum: c1079c61aa62f6fd3655aeec0dc6ebb5 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:48:42Z (GMT). No. of bitstreams: 1
ss00004.pdf: 5492655 bytes, checksum: c1079c61aa62f6fd3655aeec0dc6ebb5 (MD5)
  Previous issue date: 1959","http://localhost:8080/xmlui/handle/108/200","ARDE/SPECN/4||ardedig","PRIMER PERCUSSION QF CARTRIDGE 13A EMPTY(FOR QF 106MM RCL GUN)",
"bcb6f076-ea3c-412c-956e-23eff032cdbc","108/45",,"ARDE SPEC 1","2021-06-08T06:49:59Z","2016-11-24T06:07:52Z","2021-06-08T06:49:59Z","2016-11-24T06:07:52Z",,"1959","Made available in DSpace on 2016-11-24T06:07:52Z (GMT). No. of bitstreams: 1
ss00001.pdf: 3801972 bytes, checksum: 3360e7fc4e95daca4aefcfa35554a8f3 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:49:59Z (GMT). No. of bitstreams: 1
ss00001.pdf: 3801972 bytes, checksum: 3360e7fc4e95daca4aefcfa35554a8f3 (MD5)
  Previous issue date: 1959","http://localhost:8080/xmlui/handle/108/316","ARDE/SPECN/1||ardedig","SHELL HEAT QF 106 RCL IND MK.1 (EMPTY)",
"bdaf7293-a355-4d03-8046-f77216f5bd61","108/45",,"ARDE SPEC 323","2021-06-08T06:48:34Z","2016-11-24T06:07:34Z","2021-06-08T06:48:34Z","2016-11-24T06:07:34Z",,"1984","Made available in DSpace on 2016-11-24T06:07:34Z (GMT). No. of bitstreams: 1
ss00331.pdf: 9561832 bytes, checksum: 9f966c246c75dbac09ef7bf4c7d8c64d (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:48:34Z (GMT). No. of bitstreams: 1
ss00331.pdf: 9561832 bytes, checksum: 9f966c246c75dbac09ef7bf4c7d8c64d (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/204","ARDE/SPECN/323||ardedig","AUTOMATION MARKER 100 MINUTES FILLED",
"be0d3f8a-2759-4799-b516-3146ac71e1de","108/45",,"ARDE PS 90","2021-06-08T06:53:25Z","2016-11-24T06:07:15Z","2021-06-08T06:53:25Z","2016-11-24T06:07:15Z",,,"Made available in DSpace on 2016-11-24T06:07:15Z (GMT). No. of bitstreams: 1
ss00414.pdf: 4023069 bytes, checksum: 8e39f02908008de86ed0ad5c30051a04 (MD5)||Made available in DSpace on 2021-06-08T06:53:25Z (GMT). No. of bitstreams: 1
ss00414.pdf: 4023069 bytes, checksum: 8e39f02908008de86ed0ad5c30051a04 (MD5)","http://localhost:8080/xmlui/handle/108/86","ardedig","SIMULATOR 81MM MORTAR FIRE CHARGE V",
"bf058382-3b3c-4fa6-8e28-b1abc30fbf8d","108/45",,"ARDE PS 6","2021-06-08T06:52:45Z","2016-11-24T06:07:12Z","2021-06-08T06:52:45Z","2016-11-24T06:07:12Z",,,"Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00365.pdf: 5651157 bytes, checksum: 8efab527cada59089bee4c32aaa102d2 (MD5)||Made available in DSpace on 2021-06-08T06:52:45Z (GMT). No. of bitstreams: 1
ss00365.pdf: 5651157 bytes, checksum: 8efab527cada59089bee4c32aaa102d2 (MD5)","http://localhost:8080/xmlui/handle/108/67","ardedig","SHELL QF 106MM RCL HEAT IND MK.1 EMPTY",
"bf445fca-e609-4072-9909-9ef442dc4142","108/45",,"ARDE SPEC 42","2021-06-08T06:48:57Z","2016-11-24T06:07:40Z","2021-06-08T06:48:57Z","2016-11-24T06:07:40Z",,"1968","Made available in DSpace on 2016-11-24T06:07:40Z (GMT). No. of bitstreams: 1
ss00041.pdf: 8344749 bytes, checksum: 25c03fe8459f2685300e074453406539 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:48:57Z (GMT). No. of bitstreams: 1
ss00041.pdf: 8344749 bytes, checksum: 25c03fe8459f2685300e074453406539 (MD5)
  Previous issue date: 1968","http://localhost:8080/xmlui/handle/108/242","ARDE/SPECN/42||ardedig","INTEGRAL CHARGE FIRE EXTINGUISHER RECONDITIONED",
"c02038ca-ad5d-4dcd-8e10-a4935960e164","108/45",,"ARDE PS 121","2021-06-08T06:49:19Z","2016-11-24T06:08:09Z","2021-06-08T06:49:19Z","2016-11-24T06:08:09Z",,,"Made available in DSpace on 2016-11-24T06:08:09Z (GMT). No. of bitstreams: 1
ss00445.pdf: 2832318 bytes, checksum: 6e46a66bfa75ddf3a4ebb0a7de122d4c (MD5)||Made available in DSpace on 2021-06-08T06:49:19Z (GMT). No. of bitstreams: 1
ss00445.pdf: 2832318 bytes, checksum: 6e46a66bfa75ddf3a4ebb0a7de122d4c (MD5)","http://localhost:8080/xmlui/handle/108/422","ardedig","CARTRIDGE CANOPY JETTISONING CLAMSHELL FOR KIRAN AIRCRAFT EMPTY",
"c0745b50-41a5-4463-a4c1-73b032b4acf5","108/45",,"ARDE PS 73","2021-06-08T06:50:23Z","2016-11-24T06:07:09Z","2021-06-08T06:50:23Z","2016-11-24T06:07:09Z",,,"Made available in DSpace on 2016-11-24T06:07:09Z (GMT). No. of bitstreams: 1
ss00403.pdf: 1856646 bytes, checksum: f93d32a46822e3914b83b3ca364f7f3e (MD5)||Made available in DSpace on 2021-06-08T06:50:23Z (GMT). No. of bitstreams: 1
ss00403.pdf: 1856646 bytes, checksum: f93d32a46822e3914b83b3ca364f7f3e (MD5)","http://localhost:8080/xmlui/handle/108/51","ardedig","CARTRIDGE EJECTOR RELEASE UNIT NO.1 MK.3 FOR HUNTER AIRCRAFT EMPTY",
"c29a6bb1-0bce-4c47-a22c-1b6f331ff588","108/45",,"ARDE PS 188","2021-06-08T06:51:23Z","2016-11-24T06:08:15Z","2021-06-08T06:51:23Z","2016-11-24T06:08:15Z",,"1994","Made available in DSpace on 2016-11-24T06:08:15Z (GMT). No. of bitstreams: 1
ss00489.pdf: 26508367 bytes, checksum: 8d6a46457d510bc8425e1c05b58f4ee3 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:51:23Z (GMT). No. of bitstreams: 1
ss00489.pdf: 26508367 bytes, checksum: 8d6a46457d510bc8425e1c05b58f4ee3 (MD5)
  Previous issue date: 1994","http://localhost:8080/xmlui/handle/108/476","ardedig","PRACTICE HE SHELL 30MM EMPTY",
"c3576864-ffed-475e-845a-8a6b859c1757","108/45",,"ARDE SPEC 275","2021-06-08T06:48:26Z","2016-11-24T06:08:02Z","2021-06-08T06:48:26Z","2016-11-24T06:08:02Z",,,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00293.pdf: 6841637 bytes, checksum: 4dd6b420d73dfa42b1499d3aa5c844ad (MD5)||Made available in DSpace on 2021-06-08T06:48:26Z (GMT). No. of bitstreams: 1
ss00293.pdf: 6841637 bytes, checksum: 4dd6b420d73dfa42b1499d3aa5c844ad (MD5)","http://localhost:8080/xmlui/handle/108/375","ARDE/SPECN/275||ardedig","CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT EMPTY",
"c361694b-f80c-46ba-93c2-a83e70b50890","108/45",,"ARDE SPEC 67","2021-06-08T06:50:32Z","2016-11-24T06:07:57Z","2021-06-08T06:50:32Z","2016-11-24T06:07:57Z",,"1969","Made available in DSpace on 2016-11-24T06:07:57Z (GMT). No. of bitstreams: 1
ss00125.pdf: 242018580 bytes, checksum: 8bed9a78614d4652eb324ee610027ec3 (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-06-08T06:50:32Z (GMT). No. of bitstreams: 1
ss00125.pdf: 242018580 bytes, checksum: 8bed9a78614d4652eb324ee610027ec3 (MD5)
  Previous issue date: 1969","http://localhost:8080/xmlui/handle/108/344","ARDE/SPECN/67||ardedig","PROV SPEC FOR FUZE ELECTRIC FOR PARASITE CURRENT TESTER (DRAWING ARDE 1493)",
"c3c1b290-cf3d-46da-8322-187b5484d1ce","108/45",,"ARDE SPEC 320","2021-06-08T06:49:50Z","2016-11-24T06:07:50Z","2021-06-08T06:49:50Z","2016-11-24T06:07:50Z",,"1984","Made available in DSpace on 2016-11-24T06:07:50Z (GMT). No. of bitstreams: 1
ss00328.pdf: 1223500 bytes, checksum: 175e4dcc72f7e0d4d4129fae40e2948f (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:50Z (GMT). No. of bitstreams: 1
ss00328.pdf: 1223500 bytes, checksum: 175e4dcc72f7e0d4d4129fae40e2948f (MD5)
  Previous issue date: 1984","http://localhost:8080/xmlui/handle/108/307","ARDE/SPECN/320||ardedig","IGNITER AND CELL UNIT ASSEMBLY FOR FLOAT SMOKE AND FLAME AIRCRAFT 1.6 KG N2 MK.2 (IN)",
"c4d77d57-d01d-4ab1-bbd2-03cff83d808a","108/45",,"ARDE PS 117","2021-06-08T06:51:30Z","2016-11-24T06:08:16Z","2021-06-08T06:51:30Z","2016-11-24T06:08:16Z",,,"Made available in DSpace on 2016-11-24T06:08:16Z (GMT). No. of bitstreams: 1
ss00441.pdf: 3902494 bytes, checksum: c00b96fd0165b3238aef019414a4abe0 (MD5)||Made available in DSpace on 2021-06-08T06:51:30Z (GMT). No. of bitstreams: 1
ss00441.pdf: 3902494 bytes, checksum: c00b96fd0165b3238aef019414a4abe0 (MD5)","http://localhost:8080/xmlui/handle/108/484","ardedig","EMPTIES OF CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.2 FOR HUNTER F-56 AIRCRAFT FILLED",
"c4ebc30e-a15c-46fa-a0f2-deb9c4d299ab","108/45",,"ARDE SPEC 193","2021-06-08T06:49:25Z","2016-11-24T06:07:42Z","2021-06-08T06:49:25Z","2016-11-24T06:07:42Z",,"1977","Made available in DSpace on 2016-11-24T06:07:42Z (GMT). No. of bitstreams: 1
ss00215.pdf: 2594135 bytes, checksum: d103c228b9dfed34b24f15851846ea1f (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:49:25Z (GMT). No. of bitstreams: 1
ss00215.pdf: 2594135 bytes, checksum: d103c228b9dfed34b24f15851846ea1f (MD5)
  Previous issue date: 1977","http://localhost:8080/xmlui/handle/108/253","ARDE/SPECN/193||ardedig","CARTRIDGE IGNITER PV-35 FOR EJECTION SEAT SYSTEM OF S-22 AIRCRAFT EMPTY ASSEMBLY",
"c53514ae-2cca-4242-8d15-0f9f074c2056","108/45",,"ARDE SPEC 92","2021-06-08T06:48:31Z","2016-11-24T06:08:07Z","2021-06-08T06:48:31Z","2016-11-24T06:08:07Z",,"1970","Made available in DSpace on 2016-11-24T06:08:07Z (GMT). No. of bitstreams: 1
ss00140.pdf: 8654253 bytes, checksum: d35092f96a9e064e8714ef3ca4d19cb6 (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:48:31Z (GMT). No. of bitstreams: 1
ss00140.pdf: 8654253 bytes, checksum: d35092f96a9e064e8714ef3ca4d19cb6 (MD5)
  Previous issue date: 1970","http://localhost:8080/xmlui/handle/108/410","ARDE/SPECN/92||ardedig","FUZE ROCKET AIRCRAFT 68MM TYPE A - HE",
"c53ecaff-e9b5-435c-aadd-961c56c16ae1","108/45",,"ARDE SPEC 520","2021-06-08T06:49:55Z","2016-11-24T06:07:51Z","2021-06-08T06:49:55Z","2016-11-24T06:07:51Z",,"1994","Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss03044.pdf: 38815034 bytes, checksum: 887299d55fadbae934be42ef1901e9de (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:49:55Z (GMT). No. of bitstreams: 1
ss03044.pdf: 38815034 bytes, checksum: 887299d55fadbae934be42ef1901e9de (MD5)
  Previous issue date: 1994","http://localhost:8080/xmlui/handle/108/314","ARDE/SPECN/520||ardedig","Manufacture and inspection test schedule of VT fuze Mk.2 for 76.2mm naval gun",
"c73cad4b-aac0-43f9-8944-8876d8f2a401","108/45",,"ARDE SPEC 234","2021-06-08T06:49:20Z","2016-11-24T06:07:41Z","2021-06-08T06:49:20Z","2016-11-24T06:07:41Z",,,"Made available in DSpace on 2016-11-24T06:07:41Z (GMT). No. of bitstreams: 1
ss00254.pdf: 14794434 bytes, checksum: 6c236cc60c49db519ba77bc6241b944e (MD5)||Made available in DSpace on 2021-06-08T06:49:20Z (GMT). No. of bitstreams: 1
ss00254.pdf: 14794434 bytes, checksum: 6c236cc60c49db519ba77bc6241b944e (MD5)","http://localhost:8080/xmlui/handle/108/252","ARDE/SPECN/234||ardedig","CARTRIDGE SEAT EJECTION PRIMARY 1 & CARTRIDGE SEAT EJECTION SECONDARY 2 FOR HF-24 AIRCRAFT EMPTY",
"c7b9aec8-e6c3-4577-b53e-b08a0fbd8139","108/45",,"ARDE SPEC 2","2021-06-08T06:48:10Z","2016-11-24T06:07:10Z","2021-06-08T06:48:10Z","2016-11-24T06:07:10Z",,"1959","Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00002.pdf: 4222150 bytes, checksum: 96888d32bc3d11b6b806c0cc8601afd2 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:48:10Z (GMT). No. of bitstreams: 1
ss00002.pdf: 4222150 bytes, checksum: 96888d32bc3d11b6b806c0cc8601afd2 (MD5)
  Previous issue date: 1959","http://localhost:8080/xmlui/handle/108/56","ARDE/SPECN/2||ardedig","SHELL HEAT QF 106MM RCL IND MK.1 (FILLED)",
"c7c65fba-f3c7-416d-9498-78c604b64ce3","108/45",,"ARDE PS 120","2021-06-08T06:51:02Z","2016-11-24T06:08:12Z","2021-06-08T06:51:02Z","2016-11-24T06:08:12Z",,,"Made available in DSpace on 2016-11-24T06:08:12Z (GMT). No. of bitstreams: 1
ss00444.pdf: 1414586 bytes, checksum: 0688efe66305ada1ccd1c3339efa925d (MD5)||Made available in DSpace on 2021-06-08T06:51:02Z (GMT). No. of bitstreams: 1
ss00444.pdf: 1414586 bytes, checksum: 0688efe66305ada1ccd1c3339efa925d (MD5)","http://localhost:8080/xmlui/handle/108/452","ardedig","CARTRIDGE 30MM ADEN GUN TRACER MK.1 Z",
"c7dd51f7-749e-4f98-95a0-8e155d670a19","108/45",,"ARDE PS 91  &  CRE PS 001","2021-06-08T06:52:16Z","2016-11-24T06:08:25Z","2021-06-08T06:52:16Z","2016-11-24T06:08:25Z",,"1978","Made available in DSpace on 2016-11-24T06:08:25Z (GMT). No. of bitstreams: 1
ss00415.pdf: 11911789 bytes, checksum: f8325fad30cfdf9b17be67039da270f0 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:52:16Z (GMT). No. of bitstreams: 1
ss00415.pdf: 11911789 bytes, checksum: f8325fad30cfdf9b17be67039da270f0 (MD5)
  Previous issue date: 1978","http://localhost:8080/xmlui/handle/108/531","ardedig","CARTRIDGE PK-3M-1 FOR MIG-21 AIRCRAFT EMPTY",
"c9789c72-b0c9-4cf7-8496-a65f93329057","108/45",,"ARDE SPEC 130  &  ARDE PS 52","2021-06-08T06:49:37Z","2016-11-24T06:07:46Z","2021-06-08T06:49:37Z","2016-11-24T06:07:46Z",,"1972","Made available in DSpace on 2016-11-24T06:07:46Z (GMT). No. of bitstreams: 1
ss00163.pdf: 1858769 bytes, checksum: cc1a5b95708292ff2fb20f6e38e6ff38 (MD5)
  Previous issue date: 1972||Made available in DSpace on 2021-06-08T06:49:37Z (GMT). No. of bitstreams: 1
ss00163.pdf: 1858769 bytes, checksum: cc1a5b95708292ff2fb20f6e38e6ff38 (MD5)
  Previous issue date: 1972","http://localhost:8080/xmlui/handle/108/283","ARDE/SPECN/130||ardedig","CARTRIDGE MINIFLARE",
"cb14237b-13e9-429c-a6e4-40c04611d9c3","108/45",,"ARDE SPEC 92","2021-06-08T06:52:36Z","2016-11-24T06:07:13Z","2021-06-08T06:52:36Z","2016-11-24T06:07:13Z",,"1970","Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00141.pdf: 19527188 bytes, checksum: ec663712bdbef1c5cffbcbe6581a0717 (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:52:36Z (GMT). No. of bitstreams: 1
ss00141.pdf: 19527188 bytes, checksum: ec663712bdbef1c5cffbcbe6581a0717 (MD5)
  Previous issue date: 1970","http://localhost:8080/xmlui/handle/108/72","ARDE/SPECN/92||ardedig","FUZE ROCKET AIRCRAFT 68MM TYPE A - HE",
"cd083fda-20cc-46d3-b342-ed933c06b124","108/45",,"ARDE PS 184","2021-06-08T06:49:40Z","2016-11-24T06:07:16Z","2021-06-08T06:49:40Z","2016-11-24T06:07:16Z",,"1988","Made available in DSpace on 2016-11-24T06:07:16Z (GMT). No. of bitstreams: 1
ss00486.pdf: 4294151 bytes, checksum: 219137c9afc6665b16ce3af8820a35ae (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:49:40Z (GMT). No. of bitstreams: 1
ss00486.pdf: 4294151 bytes, checksum: 219137c9afc6665b16ce3af8820a35ae (MD5)
  Previous issue date: 1988","http://localhost:8080/xmlui/handle/108/91","ardedig","FUZE VT 8A FILLED",
"cd978f39-6c0d-4079-b1c9-4ea20dbdb2dd","108/45",,"ARDE SPEC 52","2021-06-08T06:52:38Z","2016-11-24T06:07:13Z","2021-06-08T06:52:38Z","2016-11-24T06:07:13Z",,"1968","Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00116.pdf: 2731977 bytes, checksum: 0a04e148db84e685d6b460d833620ba3 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:52:38Z (GMT). No. of bitstreams: 1
ss00116.pdf: 2731977 bytes, checksum: 0a04e148db84e685d6b460d833620ba3 (MD5)
  Previous issue date: 1968","http://localhost:8080/xmlui/handle/108/75","ARDE/SPECN/52||ardedig","BELT AMMUNITION STRIPLESS 7.62MM RIMMED CARTRIDGE (USSR) INDIA: COTTON WEBBING TO HOLD 250 ROUNDS FOR RUSSIAN SGMT AND PKT MACHINE GUNS",
"cf25a067-a1b6-4ba1-be79-9a0b8941737d","108/45",,"ARDE SPEC 287","2021-06-08T06:50:05Z","2016-11-24T06:07:58Z","2021-06-08T06:50:05Z","2016-11-24T06:07:58Z",,"1982","Made available in DSpace on 2016-11-24T06:07:58Z (GMT). No. of bitstreams: 1
ss00299.pdf: 16627636 bytes, checksum: e487cd4fd3583a2f2cf7b471b8301029 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-06-08T06:50:05Z (GMT). No. of bitstreams: 1
ss00299.pdf: 16627636 bytes, checksum: e487cd4fd3583a2f2cf7b471b8301029 (MD5)
  Previous issue date: 1982","http://localhost:8080/xmlui/handle/108/354","ARDE/SPECN/287||ardedig","CARTRIDGE SUBMERGED EJECTOR SIGNAL BURSTER BAG",
"cf3081db-046f-42a7-ac84-16c5e31e7475","108/45",,"ARDE SPEC 204A","2021-06-08T06:49:43Z","2016-11-24T06:07:44Z","2021-06-08T06:49:43Z","2016-11-24T06:07:44Z",,"1994","Made available in DSpace on 2016-11-24T06:07:44Z (GMT). No. of bitstreams: 1
ss03078.pdf: 550286 bytes, checksum: d047ce9ccb55e9b344bf6610ff66c74f (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:49:43Z (GMT). No. of bitstreams: 1
ss03078.pdf: 550286 bytes, checksum: d047ce9ccb55e9b344bf6610ff66c74f (MD5)
  Previous issue date: 1994","http://localhost:8080/xmlui/handle/108/271","ARDE/SPECN/204A||ardedig","Cartridges submerged ejector signals (Red,Green and Yellow) - Star and parachute",
"cf446205-47b3-45db-a47a-52acb1bcd201","108/45",,"ARDE PS 145","2021-06-08T06:50:27Z","2016-11-24T06:08:11Z","2021-06-08T06:50:27Z","2016-11-24T06:08:11Z",,"1994","Made available in DSpace on 2016-11-24T06:08:11Z (GMT). No. of bitstreams: 1
ss03059.pdf: 5924833 bytes, checksum: 7b0b6482f852de640c6ea950fbd2a0f0 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:50:27Z (GMT). No. of bitstreams: 1
ss03059.pdf: 5924833 bytes, checksum: 7b0b6482f852de640c6ea950fbd2a0f0 (MD5)
  Previous issue date: 1994","http://localhost:8080/xmlui/handle/108/443","ardedig","Proof schedule for proximity fuze N 76.2mm Mk.2 (empty)",
"cfae5338-84bc-4908-8f0d-0ef80afad40d","108/45",,"ARDE SPEC 158","2021-06-08T06:48:28Z","2016-11-24T06:07:33Z","2021-06-08T06:48:28Z","2016-11-24T06:07:33Z",,"1975","Made available in DSpace on 2016-11-24T06:07:33Z (GMT). No. of bitstreams: 1
ss00191.pdf: 30524357 bytes, checksum: 19231896374f854f1e895b757a7a7def (MD5)
  Previous issue date: 1975||Made available in DSpace on 2021-06-08T06:48:28Z (GMT). No. of bitstreams: 1
ss00191.pdf: 30524357 bytes, checksum: 19231896374f854f1e895b757a7a7def (MD5)
  Previous issue date: 1975","http://localhost:8080/xmlui/handle/108/196","ARDE/SPECN/158||ardedig","INTEGRAL GAINE ASSEMBLY FOR 4.5"" VT FUZE",
"d0079e96-ae98-439f-b9f5-06ba4311d6a7","108/45",,"ARDE PS 8","2021-06-08T06:48:34Z","2016-11-24T06:07:35Z","2021-06-08T06:48:34Z","2016-11-24T06:07:35Z",,,"Made available in DSpace on 2016-11-24T06:07:35Z (GMT). No. of bitstreams: 1
ss00367.pdf: 382907 bytes, checksum: afe34c3da8fba9d933a0f758fc08bae4 (MD5)||Made available in DSpace on 2021-06-08T06:48:34Z (GMT). No. of bitstreams: 1
ss00367.pdf: 382907 bytes, checksum: afe34c3da8fba9d933a0f758fc08bae4 (MD5)","http://localhost:8080/xmlui/handle/108/210","ardedig","SHELL 25PR HESH FILLED",
"d0a025df-9e47-4380-a5f8-5bbefbe612d9","108/45",,"ARDE SPEC 237","2021-06-08T06:49:36Z","2016-11-24T06:07:44Z","2021-06-08T06:49:36Z","2016-11-24T06:07:44Z",,,"Made available in DSpace on 2016-11-24T06:07:44Z (GMT). No. of bitstreams: 1
ss00257.pdf: 660523 bytes, checksum: 5fc456beb52472dbf60b8f081dff19ad (MD5)||Made available in DSpace on 2021-06-08T06:49:36Z (GMT). No. of bitstreams: 1
ss00257.pdf: 660523 bytes, checksum: 5fc456beb52472dbf60b8f081dff19ad (MD5)","http://localhost:8080/xmlui/handle/108/270","ARDE/SPECN/237||ardedig","CARTRIDGE SEAT EJECTION PRIMARY NO.3 MK.2-1 & CARTRIDGE SEAT EJECTION SECONDARY NO.3 MK.3-4 FOR HUNTER F-56 AIRCRAFT FILLED",
"d16920ee-57bb-47e0-a74f-acd30021793c","108/45",,"ARDE SPEC 70","2021-06-08T06:51:52Z","2016-11-24T06:08:22Z","2021-06-08T06:51:52Z","2016-11-24T06:08:22Z",,"1970","Made available in DSpace on 2016-11-24T06:08:22Z (GMT). No. of bitstreams: 1
ss00128.pdf: 5771176 bytes, checksum: 71fd459601aba7f01b3481a6ffab2c1f (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:51:52Z (GMT). No. of bitstreams: 1
ss00128.pdf: 5771176 bytes, checksum: 71fd459601aba7f01b3481a6ffab2c1f (MD5)
  Previous issue date: 1970","http://localhost:8080/xmlui/handle/108/518","ARDE/SPECN/70||ardedig","CARTRIDGE SA TRACER 7.62MM G MK 2",
"d16dc11e-8c19-4979-87e6-bf9e199adc56","108/45",,"ARDE SPEC 270","2021-06-08T06:49:55Z","2016-11-24T06:07:50Z","2021-06-08T06:49:55Z","2016-11-24T06:07:50Z",,,"Made available in DSpace on 2016-11-24T06:07:50Z (GMT). No. of bitstreams: 1
ss00291.pdf: 68090671 bytes, checksum: e28f2a3e1fe19e570ec3f69c237be678 (MD5)||Made available in DSpace on 2021-06-08T06:49:55Z (GMT). No. of bitstreams: 1
ss00291.pdf: 68090671 bytes, checksum: e28f2a3e1fe19e570ec3f69c237be678 (MD5)","http://localhost:8080/xmlui/handle/108/306","ARDE/SPECN/270||ardedig","GRENADE HAND/RIFLE-PRACTICE",
"d19e8d57-8679-48ad-a670-b45a3f69a95f","108/45",,"ARDE SPEC 63","2021-06-08T06:48:12Z","2016-11-24T06:08:05Z","2021-06-08T06:48:12Z","2016-11-24T06:08:05Z",,"1963","Made available in DSpace on 2016-11-24T06:08:05Z (GMT). No. of bitstreams: 1
ss00123.pdf: 4636056 bytes, checksum: f5b904dc39a7457ecb8ef3bd2ea4e5c6 (MD5)
  Previous issue date: 1963||Made available in DSpace on 2021-06-08T06:48:12Z (GMT). No. of bitstreams: 1
ss00123.pdf: 4636056 bytes, checksum: f5b904dc39a7457ecb8ef3bd2ea4e5c6 (MD5)
  Previous issue date: 1963","http://localhost:8080/xmlui/handle/108/399","ARDE/SPECN/63||ardedig","SIMULATOR 25 PR GUN FIRE CHARGE II WITH INCREMENTAL PELLET TO SIMULATE CHARGE III",
