id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.description[],dc.identifier.citation[],dc.identifier.citation[en_US],dc.identifier.uri,dc.language.iso[],dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.subject[],dc.subject[en_US],dc.title.alternative[en_US],dc.title[],dc.title[en_US],dc.type[],dc.type[en_US]
"cdfc5e01-1de9-4655-b6af-a700a53cbf2c","108/2","News Service","2021-04-07T08:51:02Z","2018-01-19T05:54:28Z","2021-04-07T08:51:02Z","2018-01-19T05:54:28Z","2018-01-19",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2018-01-19T05:54:28Z
No. of bitstreams: 1
new17jan20180001.pdf: 1307847 bytes, checksum: e7f206542675a5eaf69b8c5747580838 (MD5)||Made available in DSpace on 2018-01-19T05:54:28Z (GMT). No. of bitstreams: 1
new17jan20180001.pdf: 1307847 bytes, checksum: e7f206542675a5eaf69b8c5747580838 (MD5)
  Previous issue date: 2018-01-19||Made available in DSpace on 2021-04-07T08:51:02Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
new17jan20180001.pdf: 1307847 bytes, checksum: e7f206542675a5eaf69b8c5747580838 (MD5)
  Previous issue date: 2018-01-19",,,"The Hindu,17 Jan 2018","http://localhost:8080/xmlui/handle/108/152183",,,,,,"Assault Rifles||Carbines||CQB||DAC||GSQR||Infantry soldier",,,"Army to get modern assault rifles, carbines",,
"ce92600c-2245-4830-b396-852c720c09bb","108/2","Times Now","2021-04-07T08:49:34Z","2020-10-15T08:33:53Z","2021-04-07T08:49:34Z","2020-10-15T08:33:53Z","2020-10-07",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:33:53Z
No. of bitstreams: 1
07.10.20.pdf: 224924 bytes, checksum: f9e0c8e4800414f51f1143e154793f55 (MD5)||Made available in DSpace on 2020-10-15T08:33:53Z (GMT). No. of bitstreams: 1
07.10.20.pdf: 224924 bytes, checksum: f9e0c8e4800414f51f1143e154793f55 (MD5)
  Previous issue date: 2020-10-07||Made available in DSpace on 2021-04-07T08:49:34Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
07.10.20.pdf: 224924 bytes, checksum: f9e0c8e4800414f51f1143e154793f55 (MD5)
  Previous issue date: 2020-10-07",,,,"http://localhost:8080/xmlui/handle/108/173105",,"en_US",,":https://idrw.org/indian-defence-forces-considering-made-in-india-carbine-for-meetingurgent-requirements/",,"Carbines||CQB",,,"Indian defence forces considering ‘Made in India’ carbine for meeting urgent requirements",,
"d051be2f-3b35-408e-9810-cdc710c1ea19","108/2","Naik, Ajay","2021-04-07T08:49:33Z","2016-12-08T10:50:28Z","2021-04-07T08:49:33Z","2016-12-08T10:50:28Z","2011-03-28",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1e243db9c203c676574c019d86c9586e (MD5)
DRDO155mm.pdf: 25909 bytes, checksum: a2a2ffcb7a3f721d9167c308451bc927 (MD5)
  Previous issue date: 2011-03-28||Made available in DSpace on 2021-04-07T08:49:33Z (GMT). No. of bitstreams: 2
DRDO155mm.pdf: 25909 bytes, checksum: a2a2ffcb7a3f721d9167c308451bc927 (MD5)
license.txt: 1831 bytes, checksum: 1e243db9c203c676574c019d86c9586e (MD5)
  Previous issue date: 2011-03-28",,,,"http://localhost:8080/xmlui/handle/108/84618","en",,,,"155mm||Artillery Gun||Infantry weapon",,,"DRDO may field Indigenous 155-mm gun for the Indian Army by end of 2013",,"Article",
"d2dee98b-82d3-41f9-99c6-0dfaa93b4636","108/2","Kumar, Chethan","2021-04-07T08:51:23Z","2017-06-12T05:14:44Z","2021-04-07T08:51:23Z","2017-06-12T05:14:44Z","2017-06-12",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-06-12T05:14:44Z
No. of bitstreams: 1
news12june20170001.pdf: 284963 bytes, checksum: 5b9552da27660f31a861df49bad14376 (MD5)||Made available in DSpace on 2017-06-12T05:14:44Z (GMT). No. of bitstreams: 1
news12june20170001.pdf: 284963 bytes, checksum: 5b9552da27660f31a861df49bad14376 (MD5)
  Previous issue date: 2017-06-12||Made available in DSpace on 2021-04-07T08:51:23Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news12june20170001.pdf: 284963 bytes, checksum: 5b9552da27660f31a861df49bad14376 (MD5)
  Previous issue date: 2017-06-12",,,"The Times of India, 09 June 2017","http://localhost:8080/xmlui/handle/108/149722",,,,,,"DRDO||INSAS||Assault rifle||Ordnance Factory",,,"Trial of indigenous asault rifle to begin on June12",,
"d3125427-b961-4602-b80c-ffa00b76e07d","108/2","Times News Service","2021-04-07T08:51:20Z","2017-10-03T07:44:46Z","2021-04-07T08:51:20Z","2017-10-03T07:44:46Z","2017-09-28",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-10-03T07:44:46Z
No. of bitstreams: 1
G1.pdf: 270187 bytes, checksum: a3e930b74d299e7e971ca56e0ae2c3e8 (MD5)||Made available in DSpace on 2017-10-03T07:44:46Z (GMT). No. of bitstreams: 1
G1.pdf: 270187 bytes, checksum: a3e930b74d299e7e971ca56e0ae2c3e8 (MD5)
  Previous issue date: 2017-09-28||Made available in DSpace on 2021-04-07T08:51:20Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
G1.pdf: 270187 bytes, checksum: a3e930b74d299e7e971ca56e0ae2c3e8 (MD5)
  Previous issue date: 2017-09-28",,,"The Times of India,28sep2017","http://localhost:8080/xmlui/handle/108/151454",,,,,,"Artillery Gun||DRDO||ATAGS",,,"Advanced artillery gun passes user trials in deserts:DRDO",,
"d37ba439-cdd3-4a92-8b84-0c536fef96b3","108/2",,"2021-04-07T08:49:55Z","2016-12-08T10:50:24Z","2021-04-07T08:49:55Z","2016-12-08T10:50:24Z","2010-12-15",,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 31e90fde1a5578bf612b7c838d501242 (MD5)
15Dec16.pdf: 121095 bytes, checksum: 2ce85f9897d854749fc61b850cc3d0bd (MD5)
  Previous issue date: 2010-12-15||Made available in DSpace on 2021-04-07T08:49:55Z (GMT). No. of bitstreams: 2
15Dec16.pdf: 121095 bytes, checksum: 2ce85f9897d854749fc61b850cc3d0bd (MD5)
license.txt: 1831 bytes, checksum: 31e90fde1a5578bf612b7c838d501242 (MD5)
  Previous issue date: 2010-12-15","The Mail Today, 15 December 2010",,,"http://localhost:8080/xmlui/handle/108/84578","en",,,,"EM gun||Rail gun",,,"The supergun that can shoot & kill an enemy 161km away",,"Article",
"d5f14013-eeea-4607-a8d4-a1614c948ae7","108/2","Pandit, Rajat","2021-04-07T08:51:40Z","2017-03-07T04:56:03Z","2021-04-07T08:51:40Z","2017-03-07T04:56:03Z","2017-02-12",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-07T04:56:03Z
No. of bitstreams: 1
Interceptor Missile0001.pdf: 718754 bytes, checksum: 8d2e4741a4eadec50d7ad54728cee685 (MD5)||Made available in DSpace on 2017-03-07T04:56:03Z (GMT). No. of bitstreams: 1
Interceptor Missile0001.pdf: 718754 bytes, checksum: 8d2e4741a4eadec50d7ad54728cee685 (MD5)
  Previous issue date: 2017-02-12||Made available in DSpace on 2021-04-07T08:51:40Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Interceptor Missile0001.pdf: 718754 bytes, checksum: 8d2e4741a4eadec50d7ad54728cee685 (MD5)
  Previous issue date: 2017-02-12",,,"The Times of India, 12 February 2017","http://localhost:8080/xmlui/handle/108/148938",,,,,,"Ballestic Missile Defence||DRDO||Interceptor Missile||Missile Test",,,"Intereeptor missile test a hit; two-layered shield possible",,
"d7b0869f-7443-4c8e-9dc4-d214ad8a1b64","108/2",,"2021-04-07T08:49:53Z","2016-12-08T10:50:25Z","2021-04-07T08:49:53Z","2016-12-08T10:50:25Z","2010-05-26",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8479f9e49795cf27a70aca89a6181d68 (MD5)
250501arde.pdf: 321736 bytes, checksum: 9ed9934cdf8b63b0c6e2be6d9e3f9de2 (MD5)
  Previous issue date: 2010-05-26||Made available in DSpace on 2021-04-07T08:49:53Z (GMT). No. of bitstreams: 2
250501arde.pdf: 321736 bytes, checksum: 9ed9934cdf8b63b0c6e2be6d9e3f9de2 (MD5)
license.txt: 1831 bytes, checksum: 8479f9e49795cf27a70aca89a6181d68 (MD5)
  Previous issue date: 2010-05-26",,,,"http://localhost:8080/xmlui/handle/108/84581","en",,,,"INSAS||Small Arms",,,"Indian army wants INSAS series of rifles replaced",,"Article",
"d92b07ca-b353-4de1-b0a9-733b6e3c2a03","108/2","The Hindu","2021-04-07T08:49:26Z","2016-12-08T10:50:31Z","2021-04-07T08:49:26Z","2016-12-08T10:50:31Z","2015-01-15",,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 97410f2d717b387e2108feda5504287f (MD5)
material for defencedoc.pdf: 14604 bytes, checksum: e1e804fce8acca83fc6c5e6cfe8a2848 (MD5)
  Previous issue date: 2015-01-15||Made available in DSpace on 2021-04-07T08:49:26Z (GMT). No. of bitstreams: 2
material for defencedoc.pdf: 14604 bytes, checksum: e1e804fce8acca83fc6c5e6cfe8a2848 (MD5)
license.txt: 1831 bytes, checksum: 97410f2d717b387e2108feda5504287f (MD5)
  Previous issue date: 2015-01-15",,"The Hindu,January 02, 2015.‘Make in India’ needs a new materials push: DRDO chief",,"http://localhost:8080/xmlui/handle/108/84640",,,"The Hindu",,"Materials||Materials development||Materials development life cycle||DRDO",,,"‘Make in India’ needs a new materials push: DRDO chief",,"Article",
"dc25fbd4-70a0-44ef-914a-b89dcbf4b41a","108/2","News Service","2021-04-07T08:51:06Z","2017-12-06T09:01:53Z","2021-04-07T08:51:06Z","2017-12-06T09:01:53Z","2017-12-06",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-06T09:01:53Z
No. of bitstreams: 1
news TIE 6dec20170001.pdf: 1373940 bytes, checksum: 656f5409bf6df68f708eb924cbbee622 (MD5)||Made available in DSpace on 2017-12-06T09:01:53Z (GMT). No. of bitstreams: 1
news TIE 6dec20170001.pdf: 1373940 bytes, checksum: 656f5409bf6df68f708eb924cbbee622 (MD5)
  Previous issue date: 2017-12-06||Made available in DSpace on 2021-04-07T08:51:06Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news TIE 6dec20170001.pdf: 1373940 bytes, checksum: 656f5409bf6df68f708eb924cbbee622 (MD5)
  Previous issue date: 2017-12-06",,,"The Economic Times, 06 Dec 2017","http://localhost:8080/xmlui/handle/108/151799",,,,,,"BrahMos Missile||DRDO||Godrej Aerospace||Sukhoi - 30 MKI",,,"Godrej bags order for100 BrahMos missile airframes",,
"dd1d23f3-9812-4617-bb06-10eec827ec3c","108/2","Shukla, Ajay","2021-04-07T08:50:47Z","2018-04-19T08:46:30Z","2021-04-07T08:50:47Z","2018-04-19T08:46:30Z","2018-04-11",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:46:30Z
No. of bitstreams: 1
Untitled 7.pdf: 53134 bytes, checksum: 946a3266babcf43416096ba251b47eac (MD5)||Made available in DSpace on 2018-04-19T08:46:30Z (GMT). No. of bitstreams: 1
Untitled 7.pdf: 53134 bytes, checksum: 946a3266babcf43416096ba251b47eac (MD5)
  Previous issue date: 2018-04-11||Made available in DSpace on 2021-04-07T08:50:47Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Untitled 7.pdf: 53134 bytes, checksum: 946a3266babcf43416096ba251b47eac (MD5)
  Previous issue date: 2018-04-11",,,,"http://localhost:8080/xmlui/handle/108/153370",,,,"Bussiness Standards",,"Defexpo 2018",,,"Nirmala to ''open'' Defexpo on Wednesday,Modi to ''inagurate'' on thursday",,
"dec3f81c-14e7-4d53-bf70-0c6258eaae97","108/2","Shukla, Ajai","2021-04-07T08:49:29Z","2016-12-08T10:50:29Z","2021-04-07T08:49:29Z","2016-12-08T10:50:29Z","2011-02-11",,"Made available in DSpace on 2016-12-08T10:50:29Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 2c2f38c5ed8922a7bb03894a2b95a6d0 (MD5)
mmrca.pdf: 14710 bytes, checksum: d5ada743987a5f58799f0c86e860b386 (MD5)
  Previous issue date: 2011-02-11||Made available in DSpace on 2021-04-07T08:49:29Z (GMT). No. of bitstreams: 2
mmrca.pdf: 14710 bytes, checksum: d5ada743987a5f58799f0c86e860b386 (MD5)
license.txt: 1831 bytes, checksum: 2c2f38c5ed8922a7bb03894a2b95a6d0 (MD5)
  Previous issue date: 2011-02-11",,"Business Standards, 11 February 2011",,"http://localhost:8080/xmlui/handle/108/84628","en",,,,"Combat Aircraft||MMRCA||Aero India||Defence deal",,,"IAF chief’s googly on wrapping the MMRCA deals",,"Article",
"deec5b88-0cad-4339-b0df-1a9ba443ea14","108/2","Shukla, Ajai","2021-04-07T08:50:12Z","2016-12-08T10:50:21Z","2021-04-07T08:50:12Z","2016-12-08T10:50:21Z","2012-07-05",,"Made available in DSpace on 2016-12-08T10:50:21Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: c3feaf0e47ea6cd5a2036f3164fe3999 (MD5)
MoDfouts.pdf: 20681 bytes, checksum: b628ff4314806609cd3e6720f5e25115 (MD5)
  Previous issue date: 2012-07-05||Made available in DSpace on 2021-04-07T08:50:12Z (GMT). No. of bitstreams: 2
MoDfouts.pdf: 20681 bytes, checksum: b628ff4314806609cd3e6720f5e25115 (MD5)
license.txt: 1831 bytes, checksum: c3feaf0e47ea6cd5a2036f3164fe3999 (MD5)
  Previous issue date: 2012-07-05",,"Bussiness Standerds, Delhi, 5 July 2012",,"http://localhost:8080/xmlui/handle/108/84555","en",,,,"Offset policy||Arms Vendors||Defence policy",,,"MoD flouts offset policy, foreign arms vendors benefit",,"Article",
"df93a4ee-faae-4bf3-8b7b-e18f33cd8bce","108/2","Agencies","2021-04-07T08:50:40Z","2018-09-20T09:09:39Z","2021-04-07T08:50:40Z","2018-09-20T09:09:39Z","2018-09-17",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-09-20T09:09:39Z
No. of bitstreams: 1
Ancient.pdf: 254716 bytes, checksum: 307c936d15a868b2464bf463d5326e5c (MD5)||Made available in DSpace on 2018-09-20T09:09:39Z (GMT). No. of bitstreams: 1
Ancient.pdf: 254716 bytes, checksum: 307c936d15a868b2464bf463d5326e5c (MD5)
  Previous issue date: 2018-09-17||Made available in DSpace on 2021-04-07T08:50:40Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Ancient.pdf: 254716 bytes, checksum: 307c936d15a868b2464bf463d5326e5c (MD5)
  Previous issue date: 2018-09-17",,,,"http://localhost:8080/xmlui/handle/108/154307",,"en_US",,"The Indian Express",,"Ancient sphinx||Egypt",,,"Ancient sphinx found in Egypt",,"Article"
"e01d8da4-c4c1-4e0d-ad4d-233df2c5867b","108/2","Shukla, Ajai","2021-04-07T08:51:48Z","2016-12-08T10:50:32Z","2021-04-07T08:51:48Z","2016-12-08T10:50:32Z","2011-11-24",,"Made available in DSpace on 2016-12-08T10:50:32Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: d5f48a50c1b5726ab92663bb50439bb3 (MD5)
arjun1.pdf: 36238 bytes, checksum: 00b66be3a2644f320ed139c93e89ca02 (MD5)
  Previous issue date: 2011-11-24||Made available in DSpace on 2021-04-07T08:51:48Z (GMT). No. of bitstreams: 2
arjun1.pdf: 36238 bytes, checksum: 00b66be3a2644f320ed139c93e89ca02 (MD5)
license.txt: 1831 bytes, checksum: d5f48a50c1b5726ab92663bb50439bb3 (MD5)
  Previous issue date: 2011-11-24",,,,"http://localhost:8080/xmlui/handle/108/84651",,,,,"MBT||Arjun tank",,,"Large orders can make Arjun tank cheaper",,,
"e02405ac-0141-4142-95e8-9ac7d86d4515","108/2","The Hindu","2021-04-07T08:49:27Z","2016-12-08T10:50:30Z","2021-04-07T08:49:27Z","2016-12-08T10:50:30Z","2014",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: bd3007f6119ca979cefc5308b282b0c4 (MD5)
GlideBomb.pdf: 91905 bytes, checksum: 29433a3fdb5fbdf6ba485533b9436a83 (MD5)
  Previous issue date: 2014||Made available in DSpace on 2021-04-07T08:49:27Z (GMT). No. of bitstreams: 2
GlideBomb.pdf: 91905 bytes, checksum: 29433a3fdb5fbdf6ba485533b9436a83 (MD5)
license.txt: 1831 bytes, checksum: bd3007f6119ca979cefc5308b282b0c4 (MD5)
  Previous issue date: 2014",,"The Hindu,December 20, 2014.India tests glide bomb",,"http://localhost:8080/xmlui/handle/108/84636","en",,"The Hindu",,"glide bomb||navigation glide bomb",,,"India tests glide bomb",,"Article",
"e04a51b4-53d7-495d-aea6-332a83dbb495","108/2","Shukla, Ajai","2021-04-07T08:49:43Z","2016-12-08T10:50:26Z","2021-04-07T08:49:43Z","2016-12-08T10:50:26Z","2010-08-24",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: cadf46032b090eaf4a34ef62be71cfd9 (MD5)
CAG.pdf: 19155 bytes, checksum: f599889139e35de23c042a095caff02d (MD5)
  Previous issue date: 2010-08-24||Made available in DSpace on 2021-04-07T08:49:43Z (GMT). No. of bitstreams: 2
CAG.pdf: 19155 bytes, checksum: f599889139e35de23c042a095caff02d (MD5)
license.txt: 1831 bytes, checksum: cadf46032b090eaf4a34ef62be71cfd9 (MD5)
  Previous issue date: 2010-08-24",,,,"http://localhost:8080/xmlui/handle/108/84598","en",,,,"CAG||Defence Audit",,,"Ajai Shukla: Does the CAG leak defence secrets?",,"Article",
"e09d0cca-8012-4449-a605-2640566fd83e","108/2","Tribune News Service","2021-04-07T08:49:26Z","2020-10-15T08:43:28Z","2021-04-07T08:49:26Z","2020-10-15T08:43:28Z","2020-10-06",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:43:28Z
No. of bitstreams: 1
06 Oct.pdf: 224444 bytes, checksum: 56c14e37602651584ae5eed67d91131f (MD5)||Made available in DSpace on 2020-10-15T08:43:28Z (GMT). No. of bitstreams: 1
06 Oct.pdf: 224444 bytes, checksum: 56c14e37602651584ae5eed67d91131f (MD5)
  Previous issue date: 2020-10-06||Made available in DSpace on 2021-04-07T08:49:26Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
06 Oct.pdf: 224444 bytes, checksum: 56c14e37602651584ae5eed67d91131f (MD5)
  Previous issue date: 2020-10-06",,,,"http://localhost:8080/xmlui/handle/108/173107",,,,,,"Supersonic Missile Assisted Release of Torpedo (SMART)||SMART||Velocity Reduction Mechanism (VRM)",,,"SMART, a ‘game-changing’ anti-submarine weapon, flight tested by DRDO",,"Article"
"e292374e-7f8a-4bae-aebf-44ad748e280e","108/2","Shukla, Ajai","2021-04-07T08:50:15Z","2016-12-08T10:50:21Z","2021-04-07T08:50:15Z","2016-12-08T10:50:21Z","2010-04-18",,"Made available in DSpace on 2016-12-08T10:50:21Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 5bb8f9d22fd4c5e6a219adf5435ed9eb (MD5)
bs18April2010Ajai.pdf: 68689 bytes, checksum: f544e3e468c5ac58a8a17fc7754aeb85 (MD5)
  Previous issue date: 2010-04-18||Made available in DSpace on 2021-04-07T08:50:15Z (GMT). No. of bitstreams: 2
bs18April2010Ajai.pdf: 68689 bytes, checksum: f544e3e468c5ac58a8a17fc7754aeb85 (MD5)
license.txt: 1831 bytes, checksum: 5bb8f9d22fd4c5e6a219adf5435ed9eb (MD5)
  Previous issue date: 2010-04-18","Business Standard, New Delhi, 19 April 2010",,,"http://localhost:8080/xmlui/handle/108/84551","en",,,,"Artillery Gun||Defence Procurement",,,"Singapore gun arrives today; stage",,"Article",
"e29d59f7-8bcb-4a0d-b576-f54c2dc58dc1","108/2","Shukla, Ajai","2021-04-07T08:50:31Z","2016-12-08T10:50:17Z","2021-04-07T08:50:31Z","2016-12-08T10:50:17Z","2013-08",,"Made available in DSpace on 2016-12-08T10:50:17Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 9508e6d5cace7c99f5299f666f36dcf4 (MD5)
155mm artillery.pdf: 67013 bytes, checksum: a4295c2af7104b441a12f7a0b7fdc285 (MD5)
  Previous issue date: 2013-08||Made available in DSpace on 2021-04-07T08:50:31Z (GMT). No. of bitstreams: 2
155mm artillery.pdf: 67013 bytes, checksum: a4295c2af7104b441a12f7a0b7fdc285 (MD5)
license.txt: 1831 bytes, checksum: 9508e6d5cace7c99f5299f666f36dcf4 (MD5)
  Previous issue date: 2013-08",,,,"http://localhost:8080/xmlui/handle/108/84532","en",,"The  Business Standard, 4 August 2013",,"ULH||Ultra Light Howitzer||Artillery weapon||155mm||BAE system",,,"Amid procurement gloom, M-777 gun offers army hope",,"Article",
"e30e9cef-86da-45f8-b6e7-0a83ad66a027","108/2","Dighe, Sandip","2021-04-07T08:50:44Z","2018-06-19T05:59:10Z","2021-04-07T08:50:44Z","2018-06-19T05:59:10Z","2018-06-11",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-06-19T05:59:10Z
No. of bitstreams: 1
nccat0001.pdf: 455916 bytes, checksum: 40119a718f93d079f6e7c7915eafe495 (MD5)||Made available in DSpace on 2018-06-19T05:59:10Z (GMT). No. of bitstreams: 1
nccat0001.pdf: 455916 bytes, checksum: 40119a718f93d079f6e7c7915eafe495 (MD5)
  Previous issue date: 2018-06-11||Made available in DSpace on 2021-04-07T08:50:44Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
nccat0001.pdf: 455916 bytes, checksum: 40119a718f93d079f6e7c7915eafe495 (MD5)
  Previous issue date: 2018-06-11",,,,"http://localhost:8080/xmlui/handle/108/153937",,,,"The Times Of India",,"NCAAT-2018||DRDO||ARDE||DAC||Pinaka||ACE",,,"DRDO to deliver superior version· of Pinaka by 2020",,"Article"
"e424ba2a-abb2-4224-a805-220b9c487a18","108/2","Shukla, Ajai","2021-04-07T08:50:07Z","2016-12-08T10:50:22Z","2021-04-07T08:50:07Z","2016-12-08T10:50:22Z","2013-09",,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 1e85d4d94d4e74ceb59bb9fa4b431783 (MD5)
javelin.pdf: 63226 bytes, checksum: ef08dfdcca7f9fa471308ad95933e432 (MD5)
  Previous issue date: 2013-09||Made available in DSpace on 2021-04-07T08:50:07Z (GMT). No. of bitstreams: 2
javelin.pdf: 63226 bytes, checksum: ef08dfdcca7f9fa471308ad95933e432 (MD5)
license.txt: 1831 bytes, checksum: 1e85d4d94d4e74ceb59bb9fa4b431783 (MD5)
  Previous issue date: 2013-09",,,,"http://localhost:8080/xmlui/handle/108/84561","en",,"The Business Standard, 17 September 2013",,"Javelin missile||Joint Excercise||Anti tank missile",,,"US offers to co-develop new Javelin missile with India",,"Article",
"e4c51b93-0ab1-44be-ad4c-00309cdd5c4f","108/2","Banerjee, Ajay","2021-04-07T08:49:25Z","2016-12-08T10:50:31Z","2021-04-07T08:49:25Z","2016-12-08T10:50:31Z","2011-05-12",,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: daf033cf9cc998c4d96e1dd137f637bd (MD5)
trib-12.pdf: 134461 bytes, checksum: 6c99b60d44105793ad766f51b4fc8c2b (MD5)
  Previous issue date: 2011-05-12||Made available in DSpace on 2021-04-07T08:49:25Z (GMT). No. of bitstreams: 2
trib-12.pdf: 134461 bytes, checksum: 6c99b60d44105793ad766f51b4fc8c2b (MD5)
license.txt: 1831 bytes, checksum: daf033cf9cc998c4d96e1dd137f637bd (MD5)
  Previous issue date: 2011-05-12",,"The Tribune, 12 May 2011",,"http://localhost:8080/xmlui/handle/108/84641","en",,,,"Bhishma||T-90||Tanks||Procurement",,,"T-90 makeover: 'Bhishma'set to be more lethal",,"Article",
"e541087e-0b96-45a0-a713-70ffb904f766","108/2","Shukla, Ajai","2021-04-07T08:49:37Z","2016-12-08T10:50:28Z","2021-04-07T08:49:37Z","2016-12-08T10:50:28Z","2010-10-07",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: b75e30e4d46962daf2204911c3ec9218 (MD5)
TCS.pdf: 30068 bytes, checksum: d2896088621e29e728a881a033da955f (MD5)
  Previous issue date: 2010-10-07||Made available in DSpace on 2021-04-07T08:49:37Z (GMT). No. of bitstreams: 2
TCS.pdf: 30068 bytes, checksum: d2896088621e29e728a881a033da955f (MD5)
license.txt: 1831 bytes, checksum: b75e30e4d46962daf2204911c3ec9218 (MD5)
  Previous issue date: 2010-10-07","Business Standard, New Delhi, 6 October 2010",,,"http://localhost:8080/xmlui/handle/108/84612","en",,,,"Defence industries||DRDO",,,"Pvt sector to develop Rs 10,000 cr army communications network",,"Article",
"e67d0f2c-5c14-49bf-b6d2-d0126e32625f","108/2","Shukla, Ajai","2021-04-07T08:50:13Z","2016-12-08T10:50:21Z","2021-04-07T08:50:13Z","2016-12-08T10:50:21Z","2010-08-08",,"Made available in DSpace on 2016-12-08T10:50:21Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 76096767843a40e95014f9833148d276 (MD5)
bs08AugAjai.pdf: 31505 bytes, checksum: 9ea6e5c10f762fa207e40f5353353224 (MD5)
  Previous issue date: 2010-08-08||Made available in DSpace on 2021-04-07T08:50:13Z (GMT). No. of bitstreams: 2
bs08AugAjai.pdf: 31505 bytes, checksum: 9ea6e5c10f762fa207e40f5353353224 (MD5)
license.txt: 1831 bytes, checksum: 76096767843a40e95014f9833148d276 (MD5)
  Previous issue date: 2010-08-08","Business Standard, New Delhi, 08 August 2010",,,"http://localhost:8080/xmlui/handle/108/84554","en",,,,"FMBT||DPP",,,"Indian industry at landmark defence tender",,"Article",
