id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.publisher[en_US],dc.subject[],dc.title[],dc.title[en_US]
"f709f07c-94d6-4825-93e3-8ed02fba1470","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Fundamentals of Corrosion","2021-05-11T09:29:15Z","2016-12-06T04:04:14Z","2021-05-11T09:29:15Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003577.pdf: 316305 bytes, checksum: b2f3d6da34e05860c6dbb0b7cafbbb7e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:15Z (GMT). No. of bitstreams: 1
asmhba0003577.pdf: 316305 bytes, checksum: b2f3d6da34e05860c6dbb0b7cafbbb7e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33427",,"ASM HB Volume 13A||Fundamentals of Corrosion","Introduction to the Fundamentals of Corrosion",
"89cefe1c-32ac-47c2-975d-800bdd4e1ec9","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Tools for the Corrosionist","2021-05-11T09:29:16Z","2016-12-06T04:04:14Z","2021-05-11T09:29:16Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003711.pdf: 402322 bytes, checksum: 77a670daf1cca5f50e9d1bb5c0f56a56 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:16Z (GMT). No. of bitstreams: 1
asmhba0003711.pdf: 402322 bytes, checksum: 77a670daf1cca5f50e9d1bb5c0f56a56 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33422",,"ASM HB Volume 13A||Tools for the Corrosionist","Materials Basics for the Corrosionist",
"941beb74-21a3-455b-b251-87ef669f5e26","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:29:18Z","2016-12-06T04:04:13Z","2021-05-11T09:29:18Z","2016-12-06T04:04:13Z","2010","Made available in DSpace on 2016-12-06T04:04:13Z (GMT). No. of bitstreams: 1
asmhba0003687.pdf: 352175 bytes, checksum: f8a06353c0d94e92be14f7135fc44654 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:18Z (GMT). No. of bitstreams: 1
asmhba0003687.pdf: 352175 bytes, checksum: f8a06353c0d94e92be14f7135fc44654 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33416",,"ASM HB Volume 13A||Methods of Corrosion Protection","Electroplated Coatings",
"1568e649-c7d2-4534-8df1-0e0c9760a044","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Fundamentals of Corrosion","2021-05-11T09:29:19Z","2016-12-06T04:04:16Z","2021-05-11T09:29:19Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0003590.pdf: 830526 bytes, checksum: edc52733bee79aab1f0044969e96ebf1 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:19Z (GMT). No. of bitstreams: 1
asmhba0003590.pdf: 830526 bytes, checksum: edc52733bee79aab1f0044969e96ebf1 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33448",,"ASM HB Volume 13A||Fundamentals of Corrosion","Gaseous Corrosion Mechanisms",
"82444cb6-c2d8-430b-93f7-3c96ad0cf307","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:29:21Z","2016-12-06T04:04:15Z","2021-05-11T09:29:21Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0003693.pdf: 346580 bytes, checksum: 60441c370ee881ced28b2b9df620b5cd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:21Z (GMT). No. of bitstreams: 1
asmhba0003693.pdf: 346580 bytes, checksum: 60441c370ee881ced28b2b9df620b5cd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33441",,"ASM HB Volume 13A||Methods of Corrosion Protection","Zinc-Rich Coatings",
"fc336887-78cd-45c8-8e84-b827db8a44dc","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Fundamentals of Corrosion","2021-05-11T09:29:23Z","2016-12-06T04:04:16Z","2021-05-11T09:29:23Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0003599.pdf: 435295 bytes, checksum: ed39008dad8731b3e0894478e496ff6d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:23Z (GMT). No. of bitstreams: 1
asmhba0003599.pdf: 435295 bytes, checksum: ed39008dad8731b3e0894478e496ff6d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33458",,"ASM HB Volume 13A||Fundamentals of Corrosion","Electrochemical Refining",
"8d3cb2f1-139c-4558-81bc-0b1fd7ebc3ef","108/22","ASM HB Volume 6 : Welding, Brazing, and Soldering : Selection of Nonferrous Corrosion-Resistant Materials","2021-05-11T09:29:25Z","2016-12-06T04:03:45Z","2021-05-11T09:29:25Z","2016-12-06T04:03:45Z","2010","Made available in DSpace on 2016-12-06T04:03:45Z (GMT). No. of bitstreams: 1
asmhba0001427.pdf: 683898 bytes, checksum: 98007e4ef3d77262b27fd9023e8ee93f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:25Z (GMT). No. of bitstreams: 1
asmhba0001427.pdf: 683898 bytes, checksum: 98007e4ef3d77262b27fd9023e8ee93f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33079",,"ASM HB Volume 6||Selection of Nonferrous Corrosion-Resistant Materials","Introduction to the Selection of Nonferrous Corrosion-Resistant Materials",
"b47ca66a-45d4-4b88-96ab-6c9a5de1c188","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:29:27Z","2016-12-06T04:04:15Z","2021-05-11T09:29:27Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0003700.pdf: 344652 bytes, checksum: 9d3a6d6e392e6ec0bf47cecb43716545 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:27Z (GMT). No. of bitstreams: 1
asmhba0003700.pdf: 344652 bytes, checksum: 9d3a6d6e392e6ec0bf47cecb43716545 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33437",,"ASM HB Volume 13A||Methods of Corrosion Protection","Corrosion Inhibitors for Crude Oil Refineries",
"413470ad-922e-494a-a8f5-881f89faf166","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:29:29Z","2016-12-06T04:04:13Z","2021-05-11T09:29:29Z","2016-12-06T04:04:13Z","2010","Made available in DSpace on 2016-12-06T04:04:13Z (GMT). No. of bitstreams: 1
asmhba0000813.pdf: 451633 bytes, checksum: abb21ad1e1054b37ee12110e3c8939b8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:29Z (GMT). No. of bitstreams: 1
asmhba0000813.pdf: 451633 bytes, checksum: abb21ad1e1054b37ee12110e3c8939b8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33417",,"ASM HB Volume 3||Binary Phase Diagrams","Co (Cobalt) Binary Alloy Phase Diagrams",
"36dceb01-1d5c-4ddc-8c10-4dd53c007fe6","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Surface Treatments and Coatings for Friction and Wear Control","2021-05-11T09:29:31Z","2016-12-06T04:04:14Z","2021-05-11T09:29:31Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0002341.pdf: 2532042 bytes, checksum: 9ca8cad292181ef7fabc80d52c2ac4b5 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:31Z (GMT). No. of bitstreams: 1
asmhba0002341.pdf: 2532042 bytes, checksum: 9ca8cad292181ef7fabc80d52c2ac4b5 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33423",,"ASM HB Volume 18||Surface Treatments and Coatings for Friction and Wear Control","Laser Surface Processing",
"58c5d1eb-ae99-4f70-a58f-68ab1f437445","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Designing for Corrosion Control and Prevention","2021-05-11T09:29:32Z","2016-12-06T04:04:14Z","2021-05-11T09:29:32Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003702.pdf: 535612 bytes, checksum: cef2749951ce2cfcf54cb31beff3a023 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:32Z (GMT). No. of bitstreams: 1
asmhba0003702.pdf: 535612 bytes, checksum: cef2749951ce2cfcf54cb31beff3a023 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33433",,"ASM HB Volume 13A||Designing for Corrosion Control and Prevention","Materials Selection for Corrosion Control",
"2a07a092-fdc0-4f66-9ac6-1cfccf04e513","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:29:34Z","2016-12-06T04:04:14Z","2021-05-11T09:29:34Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0000872.pdf: 62654 bytes, checksum: 4b1408c8ecfcc3118488944151b69515 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:34Z (GMT). No. of bitstreams: 1
asmhba0000872.pdf: 62654 bytes, checksum: 4b1408c8ecfcc3118488944151b69515 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33428",,"ASM HB Volume 3||Binary Phase Diagrams","Y (Yttrium) Binary Alloy Phase Diagrams",
"254c73cd-1c4d-407d-bdbd-3b030beacce7","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:29:35Z","2016-12-06T04:04:15Z","2021-05-11T09:29:35Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0003674.pdf: 338113 bytes, checksum: 94a8b2a17c7643681b52796db38302c8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:35Z (GMT). No. of bitstreams: 1
asmhba0003674.pdf: 338113 bytes, checksum: 94a8b2a17c7643681b52796db38302c8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33445",,"ASM HB Volume 13A||Methods of Corrosion Protection","Corrosion Resistance of Aluminum Alloys",
"2c6868c2-07f4-4056-95ba-762a1d3add84","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Reference Information","2021-05-11T09:29:37Z","2016-12-06T04:04:13Z","2021-05-11T09:29:37Z","2016-12-06T04:04:13Z","2010","Made available in DSpace on 2016-12-06T04:04:13Z (GMT). No. of bitstreams: 1
asmhba0003717.pdf: 315415 bytes, checksum: 0c9122f0a2533a3a8bd5fc8e1f8c8d62 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:37Z (GMT). No. of bitstreams: 1
asmhba0003717.pdf: 315415 bytes, checksum: 0c9122f0a2533a3a8bd5fc8e1f8c8d62 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33418",,"ASM HB Volume 13A||Reference Information","Corrosion Rate Conversion",
"d65f0fd7-6f02-4373-be82-67c15e9aca0f","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Corrosion Testing and Evaluation","2021-05-11T09:29:39Z","2016-12-06T04:04:17Z","2021-05-11T09:29:39Z","2016-12-06T04:04:17Z","2010","Made available in DSpace on 2016-12-06T04:04:17Z (GMT). No. of bitstreams: 1
asmhba0003654.pdf: 607193 bytes, checksum: 4fd91bd045f7ba7aac37eebf958a79ee (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:39Z (GMT). No. of bitstreams: 1
asmhba0003654.pdf: 607193 bytes, checksum: 4fd91bd045f7ba7aac37eebf958a79ee (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33468",,"ASM HB Volume 13A||Corrosion Testing and Evaluation","Electrochemical Techniques for In-Service Corrosion Monitoring",
"da0b68a9-6f38-4f73-9582-93e47a211dca","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:29:41Z","2016-12-06T04:04:14Z","2021-05-11T09:29:41Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003684.pdf: 696070 bytes, checksum: a0cc58ab82f8157d6ec01e304f112abd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:41Z (GMT). No. of bitstreams: 1
asmhba0003684.pdf: 696070 bytes, checksum: a0cc58ab82f8157d6ec01e304f112abd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33424",,"ASM HB Volume 13A||Methods of Corrosion Protection","Chemical-Setting Ceramic Linings",
"85ee0b85-44eb-4f97-9469-5bcd1e8b7592","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Wear","2021-05-11T09:29:44Z","2016-12-06T04:04:16Z","2021-05-11T09:29:44Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0002269.pdf: 1309584 bytes, checksum: 886294856da07fe3ccb34564ecf048a6 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:44Z (GMT). No. of bitstreams: 1
asmhba0002269.pdf: 1309584 bytes, checksum: 886294856da07fe3ccb34564ecf048a6 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33452",,"ASM HB Volume 18||Wear","Sliding and Adhesive Wear",
"a32ec9a0-09c5-4e8a-bb13-69d855ac1be8","108/22","ASM HB Volume 6 : Welding, Brazing, and Soldering : Fusion Welding Processes","2021-05-11T09:29:45Z","2016-12-06T04:03:45Z","2021-05-11T09:29:45Z","2016-12-06T04:03:45Z","2010","Made available in DSpace on 2016-12-06T04:03:45Z (GMT). No. of bitstreams: 1
asmhba0001365.pdf: 1930406 bytes, checksum: 7283c30fd40d239a009af3f2a6a4bff1 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:45Z (GMT). No. of bitstreams: 1
asmhba0001365.pdf: 1930406 bytes, checksum: 7283c30fd40d239a009af3f2a6a4bff1 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33080",,"ASM HB Volume 6||Fusion Welding Processes","Resistance Seam Welding",
"8bf9800f-ea84-4861-be0d-4460f012aa2c","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Solid Friction","2021-05-11T09:29:47Z","2016-12-06T04:04:14Z","2021-05-11T09:29:47Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0002244.pdf: 3796774 bytes, checksum: 0cfc12a917461201810d9ffc738b4136 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:47Z (GMT). No. of bitstreams: 1
asmhba0002244.pdf: 3796774 bytes, checksum: 0cfc12a917461201810d9ffc738b4136 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33429",,"ASM HB Volume 18||Solid Friction","Glossary of Terms",
"3163a334-27f3-4f7d-a367-9257526a37bd","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Laboratory Characterization Techniques","2021-05-11T09:29:49Z","2016-12-06T04:04:13Z","2021-05-11T09:29:49Z","2016-12-06T04:04:13Z","2010","Made available in DSpace on 2016-12-06T04:04:13Z (GMT). No. of bitstreams: 1
asmhba0002285.pdf: 1530719 bytes, checksum: 69f392042d3ed54c35cf3d911f273691 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:49Z (GMT). No. of bitstreams: 1
asmhba0002285.pdf: 1530719 bytes, checksum: 69f392042d3ed54c35cf3d911f273691 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33419",,"ASM HB Volume 18||Laboratory Characterization Techniques","Light Microscopy",
"1ac5bc84-0c69-4bce-a850-da7042181726","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Materials for Friction and Wear Applications","2021-05-11T09:29:51Z","2016-12-06T04:04:15Z","2021-05-11T09:29:51Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0002332.pdf: 1416809 bytes, checksum: 747e057848e482d76ad7210279926ddc (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:51Z (GMT). No. of bitstreams: 1
asmhba0002332.pdf: 1416809 bytes, checksum: 747e057848e482d76ad7210279926ddc (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33442",,"ASM HB Volume 18||Materials for Friction and Wear Applications","Friction and Wear of Cemented Carbides",
"3607db99-0fef-44ad-9fbd-47edf58c94d0","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Systematic Diagnosis of Friction and Wear Test Data","2021-05-11T09:29:53Z","2016-12-06T04:04:15Z","2021-05-11T09:29:53Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0002298.pdf: 1131433 bytes, checksum: a0498ea9e8d327fe4c1b81190b6f9139 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:53Z (GMT). No. of bitstreams: 1
asmhba0002298.pdf: 1131433 bytes, checksum: a0498ea9e8d327fe4c1b81190b6f9139 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33434",,"ASM HB Volume 18||Systematic Diagnosis of Friction and Wear Test Data","Presentation of Friction and Wear Data",
"865b3c2a-bcf1-4913-98ba-749035964160","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Wear","2021-05-11T09:29:54Z","2016-12-06T04:04:15Z","2021-05-11T09:29:54Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0002268.pdf: 937284 bytes, checksum: bce975fa7681f5158c805d846515da12 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:54Z (GMT). No. of bitstreams: 1
asmhba0002268.pdf: 937284 bytes, checksum: bce975fa7681f5158c805d846515da12 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33438",,"ASM HB Volume 18||Wear","Slurry Erosion",
"527f65c8-15e5-4eee-9761-55e13b56ca61","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:29:56Z","2016-12-06T04:04:16Z","2021-05-11T09:29:56Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0000859.pdf: 130088 bytes, checksum: 0423cc8f6c9ed666ae92335f0cc541ca (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:56Z (GMT). No. of bitstreams: 1
asmhba0000859.pdf: 130088 bytes, checksum: 0423cc8f6c9ed666ae92335f0cc541ca (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33461",,"ASM HB Volume 3||Binary Phase Diagrams","Si (Silicon) Binary Alloy Phase Diagrams",
"c97ea8dc-5b02-4fb6-aab9-f6c71243d847","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Friction and Wear of Components","2021-05-11T09:29:58Z","2016-12-06T04:04:16Z","2021-05-11T09:29:58Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0002316.pdf: 1869526 bytes, checksum: 5a7f22f64f3d66dfd0ddf40fbdfd8540 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:58Z (GMT). No. of bitstreams: 1
asmhba0002316.pdf: 1869526 bytes, checksum: 5a7f22f64f3d66dfd0ddf40fbdfd8540 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33449",,"ASM HB Volume 18||Friction and Wear of Components","Friction and Wear of Medical Implants and Prosthetic Devices",
"3a7513b3-993c-4dbe-b809-10a8aadd30ed","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Fundamentals of Corrosion","2021-05-11T09:29:59Z","2016-12-06T04:04:14Z","2021-05-11T09:29:59Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003588.pdf: 650753 bytes, checksum: 9c9e184d519e47ddecadf83b0d69d9d8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:29:59Z (GMT). No. of bitstreams: 1
asmhba0003588.pdf: 650753 bytes, checksum: 9c9e184d519e47ddecadf83b0d69d9d8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33430",,"ASM HB Volume 13A||Fundamentals of Corrosion","Thermodynamics of Gaseous Corrosion",
"bff0c897-9764-4dec-b368-3fce7dc6f10c","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Forms of Corrosion","2021-05-11T09:30:01Z","2016-12-06T04:04:14Z","2021-05-11T09:30:01Z","2016-12-06T04:04:14Z","2010","Made available in DSpace on 2016-12-06T04:04:14Z (GMT). No. of bitstreams: 1
asmhba0003633.pdf: 858200 bytes, checksum: de1823dca1877f593396a028c4dde887 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:01Z (GMT). No. of bitstreams: 1
asmhba0003633.pdf: 858200 bytes, checksum: de1823dca1877f593396a028c4dde887 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33425",,"ASM HB Volume 13A||Forms of Corrosion","Stress-Corrosion Cracking",
"bab0f2bd-73af-4032-961e-36dfd1eb2d06","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Methods of Corrosion Protection","2021-05-11T09:30:03Z","2016-12-06T04:04:16Z","2021-05-11T09:30:03Z","2016-12-06T04:04:16Z","2010","Made available in DSpace on 2016-12-06T04:04:16Z (GMT). No. of bitstreams: 1
asmhba0003692.pdf: 973174 bytes, checksum: fc75bdf5646004b94f78ed00f0e4f3ba (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:03Z (GMT). No. of bitstreams: 1
asmhba0003692.pdf: 973174 bytes, checksum: fc75bdf5646004b94f78ed00f0e4f3ba (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33456",,"ASM HB Volume 13A||Methods of Corrosion Protection","Organic Coatings and Linings",
"4a62da00-51c2-4a87-a975-95491a6d7e40","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Engineering Aspects of Failure and Prevention","2021-05-11T09:30:04Z","2016-12-06T04:03:45Z","2021-05-11T09:30:04Z","2016-12-06T04:03:45Z","2010","Made available in DSpace on 2016-12-06T04:03:45Z (GMT). No. of bitstreams: 1
asmhba0003502.pdf: 140215 bytes, checksum: 35bbfca56457096d569f91aaae7e7e47 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:04Z (GMT). No. of bitstreams: 1
asmhba0003502.pdf: 140215 bytes, checksum: 35bbfca56457096d569f91aaae7e7e47 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33081",,"ASM HB Volume 11||Engineering Aspects of Failure and Prevention","Design Review for Failure Analysis and Prevention",
"8da777dd-ed4f-46c6-8bfb-dc60b01484e8","108/22","ASM HB Volume 18 : Friction, Lubrication, and Wear Technology : Lubricants and Lubrications","2021-05-11T09:30:06Z","2016-12-06T04:04:15Z","2021-05-11T09:30:06Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0002257.pdf: 1633229 bytes, checksum: edb21292382360b18553e201ba977f07 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:06Z (GMT). No. of bitstreams: 1
asmhba0002257.pdf: 1633229 bytes, checksum: edb21292382360b18553e201ba977f07 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33446",,"ASM HB Volume 18||Lubricants and Lubrications","Lubricants for Rolling-Element Bearings",
"466f294f-7b3b-4c10-b141-910d96cb4aef","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:30:08Z","2016-12-06T04:04:15Z","2021-05-11T09:30:08Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0000825.pdf: 188290 bytes, checksum: 93be6ec16df2e265836e5a7041b81c5e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:08Z (GMT). No. of bitstreams: 1
asmhba0000825.pdf: 188290 bytes, checksum: 93be6ec16df2e265836e5a7041b81c5e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33439",,"ASM HB Volume 3||Binary Phase Diagrams","Hf (Hafnium) Binary Alloy Phase Diagrams",
"cb8c99d9-56f0-4d17-aca6-eb89809f548c","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Forms of Corrosion","2021-05-11T09:30:10Z","2016-12-06T04:04:15Z","2021-05-11T09:30:10Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0003636.pdf: 463998 bytes, checksum: 805546d6ee81f9dd86741b27b23591a0 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:10Z (GMT). No. of bitstreams: 1
asmhba0003636.pdf: 463998 bytes, checksum: 805546d6ee81f9dd86741b27b23591a0 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33435",,"ASM HB Volume 13A||Forms of Corrosion","Solid Metal Induced Embrittlement",
"e4ea2141-eef4-4923-a1ac-a7f395c33b2e","108/22","ASM HB Volume 13A : Corrosion: Fundamentals, Testing, and Protection : Fundamentals of Corrosion","2021-05-11T09:30:12Z","2016-12-06T04:04:15Z","2021-05-11T09:30:12Z","2016-12-06T04:04:15Z","2010","Made available in DSpace on 2016-12-06T04:04:15Z (GMT). No. of bitstreams: 1
asmhba0003601.pdf: 674097 bytes, checksum: 92edfbc55ade3df791aaf38ba630eec8 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:30:12Z (GMT). No. of bitstreams: 1
asmhba0003601.pdf: 674097 bytes, checksum: 92edfbc55ade3df791aaf38ba630eec8 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33443",,"ASM HB Volume 13A||Fundamentals of Corrosion","Anodes for Batteries",
